element,ion,band,wavelength_air_A,ew_mA,rew,a_1dlte,in_aggregate_1dlte,excluded_reason_1dlte,elo_eV,eup_eV,loggf,n_vald_candidates,network,domain_reason,feature_ok,delta_E_ok,level_ok,stellar_ok,in_domain,delta_E_eV,aberr,aberr_axis_line,aberr_if_extrapolated,a_3dnlte
Fe,I,VIS,4905.133,,,7.338,True,nan,3.9286,6.4555,-1.73,1,gt02,,True,True,True,True,True,2.5269,0.05569347087936519,0.057764968338069086,0.05569347087936519,7.393693470879366
Fe,I,VIS,4907.732,,,7.387,True,nan,3.4302,5.9558,-1.7,1,gt02,,True,True,True,True,True,2.5256,0.02296257401348495,0.020721164314862095,0.02296257401348495,7.409962574013485
Fe,I,VIS,4910.017,,,7.506,True,nan,3.3965,5.9209,-1.28,2,gt02,,True,True,True,True,True,2.5243999999999995,0.03228056591836932,,0.03228056591836932,7.538280565918369
Fe,I,VIS,4911.529,,,7.546,True,nan,4.2562,6.7799,-1.84,1,gt02,,True,True,True,True,True,2.5237,0.04224159426840238,,0.04224159426840238,7.5882415942684025
Fe,I,VIS,4911.779,,,7.66,True,nan,3.9286,6.4521,-1.75,1,gt02,,True,True,True,True,True,2.5235,0.05507415342016583,,0.05507415342016583,7.715074153420166
Fe,I,VIS,4933.873,,,7.373,True,nan,3.9433,6.4555,-1.56,1,gt02,,True,True,True,True,True,2.5122,0.05026386687096457,0.05263069310287877,0.05026386687096457,7.423263866870965
Fe,I,VIS,4934.084,,,7.272,True,nan,3.3014,5.8135,-2.39,1,gt02,,True,True,True,True,True,2.5121,0.0362238742442038,0.03893688928345196,0.0362238742442038,7.308223874244204
Fe,I,VIS,4946.387,,,7.632,True,nan,3.3683,5.8741,-1.11,2,gt02,,True,True,True,True,True,2.5058000000000002,0.03331651042175718,,0.03331651042175718,7.665316510421757
Fe,I,VIS,4950.105,,,7.359,True,nan,3.417,5.9209,-1.5,1,gt02,,True,True,True,True,True,2.5039,0.030015155594899215,0.023823641263384987,0.030015155594899215,7.389015155594899
Fe,I,VIS,4966.088,,,7.54,True,nan,3.332,5.8279,-0.79,1,gt02,,True,True,True,True,True,2.4959,0.049441678189146104,,0.049441678189146104,7.5894416781891465
Fe,I,VIS,4973.102,,,7.498,True,nan,3.9597,6.4521,-0.69,1,gt02,,True,True,True,True,True,2.4923999999999995,0.04213982183884239,,0.04213982183884239,7.540139821838842
Fe,I,VIS,4985.253,,,7.389,True,nan,3.9286,6.4149,-0.44,1,gt02,,True,True,True,True,True,2.4863000000000004,0.05888722000586802,0.060423967876153825,0.05888722000586802,7.447887220005868
Fe,I,VIS,5001.863,,,7.482,True,nan,3.8816,6.3597,-0.01,2,gt02,,True,True,True,True,True,2.4781,0.0768682788084436,,0.0768682788084436,7.558868278808443
Fe,I,VIS,5002.792,,,7.106,True,nan,3.3965,5.8741,-1.46,1,gt02,,True,True,True,True,True,2.4776000000000002,0.03716255189321105,0.017912408129849268,0.03716255189321105,7.1431625518932105
Fe,I,VIS,5005.712,,,7.288,True,nan,3.8835,6.3597,-0.12,1,gt02,,True,True,True,True,True,2.4762,0.07269933877326415,0.07045654428913992,0.07269933877326415,7.360699338773264
Fe,I,VIS,5014.942,,,7.293,True,nan,3.9433,6.4149,-0.18,1,gt02,,True,True,True,True,True,2.4716000000000005,0.06632999829622015,0.06619087839138064,0.06632999829622015,7.359329998296221
Fe,I,VIS,5022.235,,,6.898,True,nan,3.9841,6.4521,-0.33,1,gt02,,True,True,True,True,True,2.4679999999999995,0.059429334957837296,0.06069139002295215,0.059429334957837296,6.957429334957837
Fe,I,VIS,5023.498,,,7.547,True,nan,4.3125,6.7799,-1.67,1,gt02,,True,True,True,True,True,2.4673999999999996,0.04981931426506357,,0.04981931426506357,7.596819314265063
Fe,I,VIS,5028.126,,,7.478,True,nan,3.5732,6.0383,-1.02,1,gt02,,True,True,True,True,True,2.4650999999999996,0.03666452980515038,,0.03666452980515038,7.51466452980515
Fe,I,VIS,5039.251,,,7.307,True,nan,3.3683,5.8279,-1.52,1,gt02,,True,True,True,True,True,2.4595999999999996,0.03908156224028225,0.029329035609104756,0.03908156224028225,7.346081562240283
Fe,I,VIS,5048.436,,,7.315,True,nan,3.9597,6.4149,-1.0,1,gt02,,True,True,True,True,True,2.4552,0.033782021113650446,0.031866093887673225,0.033782021113650446,7.348782021113651
Fe,I,VIS,5098.573,,,7.452,True,nan,3.9286,6.3597,-0.88,1,gt02,,True,True,True,True,True,2.4311000000000003,0.027500197369020082,0.02816882518742389,0.027500197369020082,7.47950019736902
Fe,I,VIS,5099.077,,,7.402,True,nan,3.9841,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.4308,0.02710145543081334,0.02952404249823673,0.02710145543081334,7.429101455430813
Fe,I,VIS,5110.358,,,7.308,True,nan,3.5732,5.9987,-1.41,1,gt02,,True,True,True,True,True,2.4255000000000004,0.02414842253764425,0.021424303186240556,0.02414842253764425,7.332148422537644
Fe,I,VIS,5129.631,,,7.548,True,nan,3.9433,6.3597,-1.67,1,gt02,,True,True,True,True,True,2.4164000000000003,0.03667178282300322,,0.03667178282300322,7.584671782823003
Fe,I,VIS,5133.688,,,7.313,True,nan,4.1777,6.5921,0.36,1,gt02,,True,True,True,True,True,2.4144000000000005,0.07199044374304155,0.07087089314639573,0.07199044374304155,7.384990443743042
Fe,I,VIS,5139.251,,,7.286,True,nan,2.998,5.4099,-0.73,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.4119,,,0.07021326109073477,
Fe,I,VIS,5171.672,,,7.299,True,nan,3.6416,6.0383,-2.27,1,gt02,,True,True,True,True,True,2.3966999999999996,0.029813911485344277,0.03340957449146216,0.029813911485344277,7.328813911485344
Fe,I,VIS,5208.594,,,8.007,True,nan,3.241,5.6207,-0.89,1,gt02,,True,True,True,True,True,2.3797,0.05976642624318654,,0.05976642624318654,8.066766426243186
Fe,I,VIS,5215.18,,,7.417,True,nan,3.2657,5.6424,-0.86,1,gt02,,True,True,True,True,True,2.3767000000000005,0.060778914180039306,0.06016741286686525,0.060778914180039306,7.477778914180039
Fe,I,VIS,5217.389,,,7.311,True,nan,3.2112,5.5869,-1.07,1,gt02,,True,True,True,True,True,2.3757,0.05640327108464936,0.05618532718617947,0.05640327108464936,7.367403271084649
Fe,I,VIS,5226.861,,,7.239,True,nan,3.0385,5.4099,-0.55,1,gt02,lower level 3.0385 eV is not within 0.02 eV of any level in the training set; upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.3714000000000004,,,0.0766884294953933,
Fe,I,VIS,5242.491,,,7.217,True,nan,3.6343,5.9987,-0.83,1,gt02,,True,True,True,True,True,2.3644000000000003,0.026665949985236553,0.024522489205684797,0.026665949985236553,7.243665949985236
Fe,I,VIS,5253.462,,,7.428,True,nan,3.283,5.6424,-1.58,1,gt02,,True,True,True,True,True,2.3594000000000004,0.053732617676974515,0.052365135762828086,0.053732617676974515,7.4817326176769745
Fe,I,VIS,5263.306,,,7.37,True,nan,3.2657,5.6207,-0.87,1,gt02,,True,True,True,True,True,2.3550000000000004,0.05901514239004679,0.057188681712544195,0.05901514239004679,7.429015142390047
Fe,I,VIS,5273.163,,,7.005,True,nan,3.2918,5.6424,-1.01,1,gt02,,True,True,True,True,True,2.3506000000000005,0.056755288094801834,0.04641358013715993,0.056755288094801834,7.061755288094802
Fe,I,VIS,5283.621,,,7.44,True,nan,3.241,5.5869,-0.45,1,gt02,,True,True,True,True,True,2.3459,0.07370687764918625,,0.07370687764918625,7.513706877649186
Fe,I,VIS,5285.127,,,7.599,True,nan,4.4346,6.7799,-1.66,1,gt02,,True,True,True,True,True,2.3453,0.05091251862999163,,0.05091251862999163,7.649912518629992
Fe,I,VIS,5288.525,,,7.317,True,nan,3.6946,6.0383,-1.49,1,gt02,,True,True,True,True,True,2.3436999999999997,0.026293274235821812,0.02585575100094882,0.026293274235821812,7.343293274235822
Fe,I,VIS,5302.3,,,7.505,True,nan,3.283,5.6207,-0.73,2,gt02,,True,True,True,True,True,2.3377000000000003,0.06294364691743962,,0.06294364691743962,7.567943646917439
Fe,I,VIS,5324.179,,,9.717,False,"FIT-NOT-PHYSICAL: A(Fe) = 9.717 is 2.26 dex from solar 7.46, outside the +/-1.5 dex validity bound. This is a NON-CONVERGENT FIT, not an outlier: the bound spans a factor of ~1000 in abundance and cannot shape a result (RYA-1191).",3.2112,5.5392,-0.11,1,gt02,,True,True,True,True,True,2.3280000000000003,0.08406171716388652,,0.08406171716388652,9.801061717163886
Fe,I,VIS,5339.929,,,7.569,True,nan,3.2657,5.5869,-0.63,1,gt02,,True,True,True,True,True,2.3212,0.06665665178063299,,0.06665665178063299,7.635656651780633
Fe,I,VIS,5353.374,,,7.226,True,nan,4.1034,6.4187,-0.76,1,gt02,,True,True,True,True,True,2.3153000000000006,0.05156189789441208,0.04966768223666458,0.05156189789441208,7.277561897894412
Fe,I,VIS,5373.709,,,7.519,True,nan,4.4733,6.7799,-0.71,1,gt02,,True,True,True,True,True,2.3065999999999995,0.05056784039593139,,0.05056784039593139,7.569567840395932
Fe,I,VIS,5379.574,,,7.516,True,nan,3.6946,5.9987,-1.42,1,gt02,,True,True,True,True,True,2.3041000000000005,0.03456718432573021,,0.03456718432573021,7.55056718432573
Fe,I,VIS,5393.167,,,7.527,True,nan,3.241,5.5392,-0.72,1,gt02,,True,True,True,True,True,2.2982,0.06228530367744986,,0.06228530367744986,7.58928530367745
Fe,I,VIS,5403.822,,,7.312,True,nan,4.0758,6.3696,-0.98,1,gt02,,True,True,True,True,True,2.2938,0.043721194341073216,0.04205825115438713,0.043721194341073216,7.355721194341074
Fe,I,VIS,5455.454,,,7.397,True,nan,4.3201,6.5921,0.27,1,gt02,,True,True,True,True,True,2.2720000000000002,0.06560404637317263,0.06473958897121732,0.06560404637317263,7.462604046373173
Fe,I,VIS,5473.9,,,7.476,True,nan,4.1544,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.2643000000000004,0.05011004682347088,,0.05011004682347088,7.5261100468234705
Fe,I,VIS,5476.564,,,7.605,True,nan,4.1034,6.3666,-0.28,1,gt02,,True,True,True,True,True,2.2632000000000003,0.04778799078246959,,0.04778799078246959,7.65278799078247
Fe,I,VIS,5481.438,,,7.538,True,nan,4.1909,6.4521,-1.33,1,gt02,,True,True,True,True,True,2.2611999999999997,0.04699230181005305,,0.04699230181005305,7.584992301810053
Fe,I,VIS,5483.099,,,7.431,True,nan,4.1544,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.2605000000000004,0.045235848245787635,0.045895705088492056,0.045235848245787635,7.476235848245787
Fe,I,VIS,5493.499,,,6.809,True,nan,4.1034,6.3597,-1.48,1,gt02,,True,True,True,True,True,2.2563000000000004,0.04271467405730761,0.05282254251510583,0.04271467405730761,6.851714674057308
Fe,I,VIS,5532.747,,,7.217,True,nan,3.5732,5.8135,-1.89,1,gt02,,True,True,True,True,True,2.2403000000000004,0.04657551125838018,0.043570990841455645,0.04657551125838018,7.26357551125838
Fe,I,VIS,5538.516,,,7.479,True,nan,4.2176,6.4555,-1.54,2,gt02,,True,True,True,True,True,2.2379,0.03679384974805791,,0.03679384974805791,7.515793849748058
Fe,I,VIS,5554.894,,,7.348,True,nan,4.5485,6.7799,-0.27,1,gt02,,True,True,True,True,True,2.2314,0.056814339910001024,0.05756152842740962,0.056814339910001024,7.404814339910001
Fe,I,VIS,5563.6,,,7.408,True,nan,4.1909,6.4187,-0.75,1,gt02,,True,True,True,True,True,2.2278000000000002,0.05064976572922107,0.050255355188973755,0.05064976572922107,7.458649765729222
Fe,I,VIS,5569.618,,,7.441,True,nan,3.417,5.6424,-0.52,1,gt02,,True,True,True,True,True,2.2254000000000005,0.0632577559659851,,0.0632577559659851,7.504257755965985
Fe,I,VIS,5572.842,,,7.431,True,nan,3.3965,5.6207,-0.28,1,gt02,,True,True,True,True,True,2.2242,0.07044630633232667,,0.07044630633232667,7.501446306332327
Fe,I,VIS,5573.102,,,7.45,True,nan,4.1909,6.4149,-1.29,1,gt02,,True,True,True,True,True,2.224,0.04421982059598298,0.044335170318872436,0.04421982059598298,7.494219820595983
Fe,I,VIS,5586.756,,,7.349,True,nan,3.3683,5.5869,-0.11,1,gt02,,True,True,True,True,True,2.2186,0.07632843380122391,0.0752723046453239,0.07632843380122391,7.425328433801224
Fe,I,VIS,5602.767,,,7.558,True,nan,4.1544,6.3666,-0.95,1,gt02,,True,True,True,True,True,2.2122,0.04699545583041588,,0.04699545583041588,7.604995455830416
Fe,I,VIS,5602.945,,,7.569,True,nan,3.4302,5.6424,-0.89,1,gt02,,True,True,True,True,True,2.2122,0.04585742830168102,,0.04585742830168102,7.614857428301681
Fe,I,VIS,5615.644,,,7.417,True,nan,3.332,5.5392,0.04,1,gt02,,True,True,True,True,True,2.2072000000000003,0.08199887301969268,0.08199015055402806,0.08199887301969268,7.498998873019692
Fe,I,VIS,5618.632,,,7.387,True,nan,4.2089,6.4149,-1.25,1,gt02,,True,True,True,True,True,2.2060000000000004,0.043903701849609345,0.045275686884069036,0.043903701849609345,7.4309037018496085
Fe,I,VIS,5624.542,,,7.608,True,nan,3.417,5.6207,-0.76,1,gt02,,True,True,True,True,True,2.2037000000000004,0.049224209751549744,,0.049224209751549744,7.65722420975155
Fe,I,VIS,5638.262,,,7.449,True,nan,4.2204,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.1983000000000006,0.05012401035189781,0.05012510271601296,0.05012401035189781,7.499124010351897
Fe,I,VIS,5658.532,,,7.385,True,nan,3.4302,5.6207,-1.85,1,gt02,,True,True,True,True,True,2.1905,0.04807504102137185,0.04615745572219829,0.04807504102137185,7.433075041021372
Fe,I,VIS,5658.816,,,7.389,True,nan,3.3965,5.5869,-0.76,1,gt02,,True,True,True,True,True,2.1904,0.04987762559985015,0.047431322556363634,0.04987762559985015,7.438877625599851
Fe,I,VIS,5662.516,,,7.325,True,nan,4.1777,6.3666,-0.41,1,gt02,,True,True,True,True,True,2.1889000000000003,0.03697132329855102,0.036770148991044097,0.03697132329855102,7.361971323298551
Fe,I,VIS,5705.992,,,7.448,True,nan,4.6076,6.7799,-0.46,1,gt02,,True,True,True,True,True,2.1723,0.05749050215086189,,0.05749050215086189,7.505490502150862
Fe,I,VIS,5709.378,,,7.264,True,nan,3.3683,5.5392,-1.01,1,gt02,,True,True,True,True,True,2.1709,0.044404980851816295,0.034714716294941245,0.044404980851816295,7.308404980851816
Fe,I,VIS,5712.131,,,7.362,True,nan,3.417,5.5869,-2.01,1,gt02,,True,True,True,True,True,2.1699,0.04334402574342926,0.03765671305485481,0.04334402574342926,7.405344025743429
Fe,I,VIS,5717.833,,,7.457,True,nan,4.2843,6.4521,-0.96,1,gt02,,True,True,True,True,True,2.1677999999999997,0.042995392590322715,,0.042995392590322715,7.499995392590322
Fe,I,VIS,5753.122,,,7.493,True,nan,4.2605,6.4149,-0.62,1,gt02,,True,True,True,True,True,2.1544,0.04463395639029173,,0.04463395639029173,7.537633956390292
Fe,I,VIS,5775.081,,,7.511,True,nan,4.2204,6.3666,-1.08,1,gt02,,True,True,True,True,True,2.1462000000000003,0.038044129686596984,,0.038044129686596984,7.549044129686597
Fe,I,VIS,5784.658,,,7.594,True,nan,3.3965,5.5392,-2.67,1,gt02,,True,True,True,True,True,2.1427,0.027114539129085485,,0.027114539129085485,7.621114539129086
Fe,I,VIS,6003.011,,,7.649,True,nan,3.8816,5.9464,-1.1,1,gt02,,True,True,True,True,True,2.0647999999999995,0.03286776391955351,,0.03286776391955351,7.681867763919554
Fe,I,VIS,6008.556,,,7.676,True,nan,3.8835,5.9464,-0.98,1,gt02,,True,True,True,True,True,2.0628999999999995,0.022404964614302816,,0.022404964614302816,7.698404964614303
Fe,I,VIS,6056.005,,,7.417,True,nan,4.7331,6.7799,-0.32,1,gt02,,True,True,True,True,True,2.0467999999999993,0.05719321123234869,0.05591743952877745,0.05719321123234869,7.474193211232349
Fe,I,VIS,6141.731,,,8.006,True,nan,3.6025,5.6207,-1.46,1,gt02,,True,True,True,True,True,2.0182,0.0399348533292225,,0.0399348533292225,8.045934853329223
Fe,I,VIS,6232.64,,,7.465,True,nan,3.6537,5.6424,-1.24,1,gt02,,True,True,True,True,True,1.9887000000000001,0.041729885737074535,,0.041729885737074535,7.506729885737075
Fe,I,VIS,6246.318,,,7.477,True,nan,3.6025,5.5869,-0.77,1,gt02,,True,True,True,True,True,1.9844,0.03678633542727293,,0.03678633542727293,7.513786335427273
Fe,I,VIS,6301.5,,,7.527,True,nan,3.6537,5.6207,-0.71,1,gt02,,True,True,True,True,True,1.967,0.03458417818028671,,0.03458417818028671,7.561584178180287
Fe,I,VIS,6315.811,,,7.359,True,nan,4.0758,6.0383,-1.63,1,gt02,,True,True,True,True,True,1.9624999999999995,0.02777414562677251,0.027048668345634394,0.02777414562677251,7.386774145626773
Fe,I,VIS,6336.823,,,7.472,True,nan,3.6864,5.6424,-0.85,1,gt02,,True,True,True,True,True,1.9560000000000004,0.028015278626419116,,0.028015278626419116,7.500015278626419
Fe,I,VIS,6400.0,,,7.4,True,nan,3.6025,5.5392,-0.27,1,gt02,,True,True,True,True,True,1.9367,0.06500795418790935,0.06387349500497899,0.06500795418790935,7.46500795418791
Fe,I,VIS,6408.017,,,7.516,True,nan,3.6864,5.6207,-0.99,1,gt02,,True,True,True,True,True,1.9343000000000004,0.03190572577108418,,0.03190572577108418,7.547905725771084
Fe,I,VIS,6411.648,,,7.438,True,nan,3.6537,5.5869,-0.59,1,gt02,,True,True,True,True,True,1.9331999999999998,0.03873746726665521,0.037777454353994114,0.03873746726665521,7.476737467266655
Fe,I,VIS,6627.544,,,7.574,True,nan,4.5485,6.4187,-1.59,1,gt02,,True,True,True,True,True,1.8702000000000005,0.04143355279148048,,0.04143355279148048,7.6154335527914805
Fe,I,VIS,6663.231,,,7.395,True,nan,4.5585,6.4187,-1.2,1,gt02,,True,True,True,True,True,1.8601999999999999,0.021485151217541604,0.017219643187546374,0.021485151217541604,7.416485151217541
Fe,I,VIS,6705.101,,,7.322,True,nan,4.607,6.4555,-0.87,1,gt02,,True,True,True,True,True,1.8484999999999996,0.02415376893595554,0.02453335465945737,0.02415376893595554,7.346153768935956
Fe,I,VIS,6725.356,,,7.467,True,nan,4.1034,5.9464,-2.1,1,gt02,,True,True,True,True,True,1.843,0.042989828615133494,,0.042989828615133494,7.509989828615133
Fe,I,VIS,6841.339,,,7.552,True,nan,4.607,6.4187,-0.49,1,gt02,"transition energy Eup-Elo 1.8117 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8117,,,0.01910067727393952,
Fe,I,VIS,6843.655,,,7.568,True,nan,4.5485,6.3597,-0.73,1,gt02,"transition energy Eup-Elo 1.8112 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8112000000000004,,,0.009171563922290897,
Fe,I,VIS,6855.161,,,7.607,True,nan,4.5585,6.3666,-0.49,1,gt02,"transition energy Eup-Elo 1.8081 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8080999999999996,,,0.01618133959297023,
Fe,I,VIS,6858.148,,,7.536,True,nan,4.6076,6.4149,-0.9,1,gt02,"transition energy Eup-Elo 1.8073 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8073000000000006,,,0.01759571729529954,
