key_z,ion,element_raw,wavelength_air_A,excitation_potential_eV,gf_linelist_vald,reference_code,hfs_n_components,nist_log_gf,nist_grade,nist_acc_pct,nist_ref_tp,nist_ref_line,nist_wavelength_A,nist_ei_eV,n_nist_candidates,adjudicated,delta_nist_minus_vald,log_gf_used,gf_grade,gf_grade_source,gf_sigma_dex,gf_reference_tag,gf_ref_loggf,gf_delta_dex,gf_note
26,1,Fe 1,3189.003,2.4242,-6.083,VALD3,1,,,,,,,,0,False,,-6.083,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-6.083,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3189.082,3.5465,-4.064,VALD3,1,,,,,,,,0,False,,-4.064,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.064,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3189.12,3.2515,-4.535,VALD3,1,,,,,,,,0,False,,-4.535,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.535,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3189.5737675586865,3.5465,-3.1942195167846887,VALD3,2,,,,,,,,0,False,,-3.1942195167846887,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.1942195167846887,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3189.854,3.2515,-2.773,VALD3,1,,,,,,,,0,False,,-2.773,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.773,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3190.016,2.5881,-1.897,VALD3,1,,,,,,,,0,False,,-1.897,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.897,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3190.396,3.274,-3.297,VALD3,1,,,,,,,,0,False,,-3.297,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.297,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3190.649,3.0469,-1.015,VALD3,1,-1.0163737128754655,C+,18.0,T5720,L11631,3190.6493,3.0468689,1,True,-0.0013737128754656,-1.0163737128754655,GF-NIST,NIST ASD accuracy class C+ (<=18.0% on A_ki),0.07188200730612536,NIST ASD (astroquery) T5720,-1.0163737128754655,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3190.817,3.0469,-1.118,VALD3,1,-1.1178740802299685,C+,18.0,T5720,L11631,3190.8165,3.0468689,1,True,0.0001259197700316,-1.1178740802299685,GF-NIST,NIST ASD accuracy class C+ (<=18.0% on A_ki),0.07188200730612536,NIST ASD (astroquery) T5720,-1.1178740802299685,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3190.936,2.7275,-2.373,VALD3,1,,,,,,,,0,False,,-2.373,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.373,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3191.111,2.5592,-1.846,VALD3,1,-1.8471004036062528,C+,18.0,T6110,L11631,3191.1114,2.55917148,1,True,-0.0011004036062527,-1.8471004036062528,GF-NIST,NIST ASD accuracy class C+ (<=18.0% on A_ki),0.07188200730612536,NIST ASD (astroquery) T6110,-1.8471004036062528,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3191.193,2.9904,-1.754,VALD3,1,,,,,,,,0,False,,-1.754,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.754,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3191.3730000000005,3.3683,-0.789,VALD3,1,,,,,,,,0,False,,-0.789,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-0.789,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3191.411,3.2515,-1.215,VALD3,1,,,,,,,,0,False,,-1.215,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.215,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3191.492,2.845,-3.829,VALD3,1,,,,,,,,0,False,,-3.829,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.829,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3191.582,3.332,-2.476,VALD3,1,,,,,,,,0,False,,-2.476,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.476,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3191.659,0.0,-2.596,VALD3,1,-2.595508382241314,B,10.0,T5720,L11631,3191.659,0.0,1,True,0.0004916177586862,-2.595508382241314,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-2.595508382241314,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3192.044,3.2112,-2.65,VALD3,1,,,,,,,,0,False,,-2.65,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.65,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.241,1.6079,-4.973,VALD3,1,,,,,,,,0,False,,-4.973,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.973,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.399,3.3965,-1.54,VALD3,1,,,,,,,,0,False,,-1.54,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.54,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.41,2.2227,-2.341,VALD3,1,,,,,,,,0,False,,-2.341,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.341,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.431,3.3683,-3.255,VALD3,1,,,,,,,,0,False,,-3.255,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.255,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.492,3.6946,-3.902,VALD3,1,,,,,,,,0,False,,-3.902,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.902,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.505,2.7275,-1.99,VALD3,1,,,,,,,,0,False,,-1.99,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.99,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.589,3.3683,-2.588,VALD3,1,,,,,,,,0,False,,-2.588,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.588,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.59,3.4302,-3.071,VALD3,1,,,,,,,,0,False,,-3.071,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.071,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.789,3.283,-2.381,VALD3,1,,,,,,,,0,False,,-2.381,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.381,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.8,2.4821,-0.4169999999999999,VALD3,1,-0.4156687756324692,B+,7.0,T5720,L11631,3192.8002,2.4821184,1,True,0.0013312243675307,-0.4156687756324692,GF-NIST,NIST ASD accuracy class B+ (<=7.0% on A_ki),0.029383777685209667,NIST ASD (astroquery) T5720,-0.4156687756324692,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3192.843,2.9904,-1.861,VALD3,1,,,,,,,,0,False,,-1.861,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.861,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.8569999999995,2.845,-3.079,VALD3,1,,,,,,,,0,False,,-3.079,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.079,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3192.895,3.241,-3.037,VALD3,1,,,,,,,,0,False,,-3.037,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.037,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3193.226,0.0,-2.215,VALD3,1,-2.215168821875531,B,10.0,T5720,L11631,3193.2257,0.0,1,True,-0.0001688218755311,-2.215168821875531,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-2.215168821875531,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3193.3,2.4688,-0.483,VALD3,1,-0.4834646261042005,B+,7.0,T5720,L11631,3193.2996,2.46883473,1,True,-0.0004646261042005,-0.4834646261042005,GF-NIST,NIST ASD accuracy class B+ (<=7.0% on A_ki),0.029383777685209667,NIST ASD (astroquery) T5720,-0.4834646261042005,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3193.733,3.274,-2.671,VALD3,1,,,,,,,,0,False,,-2.671,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.671,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3194.026,3.4302,-4.281,VALD3,1,,,,,,,,0,False,,-4.281,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.281,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3194.078,2.4254,-2.842,VALD3,1,,,,,,,,0,False,,-2.842,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.842,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3194.339,2.8316,-3.044,VALD3,1,,,,,,,,0,False,,-3.044,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.044,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3194.424,2.4688,-1.305,VALD3,1,-1.3049563411787055,B,10.0,T5720,L11631,3194.4236,2.46883473,1,True,4.365882129442333e-05,-1.3049563411787055,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-1.3049563411787055,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3194.594,2.8654,-2.301,VALD3,1,,,,,,,,0,False,,-2.301,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.301,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3195.022,3.3014,-4.105,VALD3,1,,,,,,,,0,False,,-4.105,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.105,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3195.076,3.3965,-3.111,VALD3,1,,,,,,,,0,False,,-3.111,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.111,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3195.151,2.4534,-5.37,VALD3,1,,,,,,,,0,False,,-5.37,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-5.37,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3195.228,3.3965,-0.954,VALD3,1,,,,,,,,0,False,,-0.954,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-0.954,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3195.959,2.4534,-2.671,VALD3,1,,,,,,,,0,False,,-2.671,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.671,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3196.1219999999994,2.8325,-0.715,VALD3,1,-0.7155692661554806,B+,7.0,T5720,L11631,3196.1224,2.83252676,1,True,-0.0005692661554805,-0.7155692661554806,GF-NIST,NIST ASD accuracy class B+ (<=7.0% on A_ki),0.029383777685209667,NIST ASD (astroquery) T5720,-0.7155692661554806,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3196.252,2.845,-5.213,VALD3,1,,,,,,,,0,False,,-5.213,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-5.213,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3196.452,3.5732,-2.697,VALD3,1,,,,,,,,0,False,,-2.697,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.697,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3196.547,3.283,-1.918,VALD3,1,,,,,,,,0,False,,-1.918,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.918,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3196.63,2.8316,-2.841,VALD3,1,,,,,,,,0,False,,-2.841,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.841,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3196.861,3.417,-1.991,VALD3,1,,,,,,,,0,False,,-1.991,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.991,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3196.899,3.5465,-1.729,VALD3,1,,,,,,,,0,False,,-1.729,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.729,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3196.927,2.4254,0.003,VALD3,1,0.0034605321095064,B+,7.0,T5720,L11631,3196.9272,2.42543332,1,True,0.0004605321095063,0.0034605321095064,GF-NIST,NIST ASD accuracy class B+ (<=7.0% on A_ki),0.029383777685209667,NIST ASD (astroquery) T5720,0.0034605321095064,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3196.986,0.0516,-2.828,VALD3,1,-2.828566099056992,B,10.0,T5720,L11631,3196.9866,0.05156912,1,True,-0.000566099056992,-2.828566099056992,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-2.828566099056992,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3197.188,2.8654,-2.894,VALD3,1,,,,,,,,0,False,,-2.894,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.894,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3197.514,3.417,-0.883,VALD3,1,,,,,,,,0,False,,-0.883,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-0.883,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3197.534,3.6352,-2.886,VALD3,1,,,,,,,,0,False,,-2.886,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.886,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3197.567,2.8654,-4.443,VALD3,1,,,,,,,,0,False,,-4.443,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.443,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3197.75,3.241,-2.672,VALD3,1,,,,,,,,0,False,,-2.672,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.672,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3198.036,3.2112,-4.015,VALD3,1,,,,,,,,0,False,,-4.015,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.015,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3198.263,2.6085,-2.187,VALD3,1,,,,,,,,0,False,,-2.187,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.187,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3198.375,2.8755,-4.806,VALD3,1,,,,,,,,0,False,,-4.806,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.806,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
