wave,symptom,fault_domain,mechanism,discriminator,fix
4120.3459,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4122.0058,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.199 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4121.807 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4123.9392,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.191 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4123.748 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4124.4872,REW -4.421 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4125.2459,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4126.2683,REW -4.111 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4130.0404,REW -4.186 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4130.4381,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.403 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4130.035 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4131.7455,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4132.7107,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.197 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4132.908 (depth 0.874) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4133.603,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4133.9951,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.346 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4134.341 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4134.1934,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.487 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4134.681 (depth 0.895) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4134.874,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.193 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4134.681 (depth 0.895) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4135.2688,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.588 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4134.681 (depth 0.895) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4135.7548,REW -4.558 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4137.9679,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.560 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4137.408 (depth 0.626) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4138.195,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.541 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4137.654 (depth 0.415) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4138.9744,REW -4.419 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4139.0873,REW -4.442 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4140.2401,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.309 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4139.932 (depth 0.804) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4140.4715,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.540 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4139.932 (depth 0.804) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4141.6979,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.173 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4141.871 (depth 0.709) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4142.173,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.302 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4141.871 (depth 0.709) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4142.279,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.408 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4141.871 (depth 0.709) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4142.4195,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.548 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4141.871 (depth 0.709) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4142.4735,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4144.0782,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4147.4731,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4148.2548,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.582 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4147.672 (depth 0.893) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4148.4107,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.373 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4148.783 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4148.5109,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.595 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4149.106 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4148.8237,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.549 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4149.372 (depth 0.839) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4149.1227,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4149.4858,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4150.447,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4151.7637,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.413 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4152.176 (depth 0.853) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4152.0551,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.533 vs predicted 0.072 (x7.4) at the corr,ATOMIC-DATA,"log gf too weak, or an uncatalogued blend adds depth at this position","0.560 observed vs 0.072 predicted — the line is present and correctly placed, so this is not a positional error. Deeper than predicted has TWO explanations and this test does not separate them; a synthesis fit would","re-adjudicate log gf against NIST; if it holds, look for an uncatalogued blend by fitting the profile"
4152.7618,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.585 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4152.176 (depth 0.853) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4152.8927,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.492 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4153.385 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4153.1151,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.270 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4153.385 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4153.3862,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.523 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4153.909 (depth 0.875) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4153.8188,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4154.1898,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.319 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4154.508 (depth 0.882) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4154.379,REW -3.907 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4156.2931,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.512 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4156.805 (depth 0.894) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4156.5996,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.205 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4156.805 (depth 0.894) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4160.5517,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4160.776,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.412 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4160.364 (depth 0.648) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4161.2259,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.294 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4161.520 (depth 0.755) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4162.5741,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.083 vs predicted 0.337 (x0.2) at the corr,ATOMIC-DATA,log gf too strong,"0.095 observed vs 0.337 predicted — correctly placed and present, and SHALLOWER than predicted. A blend can only add absorption, never remove it, so a blend cannot explain this; the gf is wrong",re-adjudicate log gf against a NIST-graded source
4162.9182,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.571 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4163.489 (depth 0.358) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4164.2397,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.588 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4163.652 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4164.793,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.582 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4165.375 (depth 0.632) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4165.1286,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4167.7317,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.451 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4167.281 (depth 0.851) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4169.935,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4171.5454,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.580 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4172.125 (depth 0.833) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4172.4853,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.264 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4172.750 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4172.9641,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.215 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4172.750 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4174.3998,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.522 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4174.922 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4174.7275,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4175.324,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.319 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4175.643 (depth 0.885) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4175.894,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4176.0116,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.368 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4175.643 (depth 0.885) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4176.8669,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4177.0772,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.520 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4177.597 (depth 0.870) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4177.5154,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4178.2067,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.600 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4177.607 (depth 0.863) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4178.46,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.399 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4178.859 (depth 0.784) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4178.6119,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.247 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4178.859 (depth 0.784) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4178.953,REW -4.086 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4179.1895,FIT-PINNED: fitted sigma 0.0035 A sits on the instrumental floor 0.0035 A. No observed fea,UNKNOWN,,,
4180.4085,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.398 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4180.807 (depth 0.618) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4181.1327,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.600 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4181.733 (depth 0.844) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4181.2066,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.555 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4181.762 (depth 0.906) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4182.842,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.453 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4182.389 (depth 0.831) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4182.9075,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.519 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4182.389 (depth 0.831) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4183.0039,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.596 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4182.408 (depth 0.741) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4183.6198,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.372 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4183.992 (depth 0.788) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4184.212,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.220 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4183.992 (depth 0.788) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4185.6585,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.459 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4186.118 (depth 0.523) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4193.6049,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4194.4885,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4195.0185,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.315 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4195.333 (depth 0.867) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4196.085,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.024 vs predicted 0.140 (x0.2) at the corr,ATOMIC-DATA,log gf too strong,"0.079 observed vs 0.140 predicted — correctly placed and present, and SHALLOWER than predicted. A blend can only add absorption, never remove it, so a blend cannot explain this; the gf is wrong",re-adjudicate log gf against a NIST-graded source
4197.096,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.558 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4196.538 (depth 0.696) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4197.6376,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.592 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4198.229 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4198.7941,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.487 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4198.307 (depth 0.918) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4199.3628,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4199.8935,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4200.7774,REW -4.092 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4201.709,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4202.2411,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4202.405,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4202.4987,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.463 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4202.035 (depth 0.939) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4203.2986,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth -0.,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.083; observed at the position is 0.033,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4204.0374,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4204.1964,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4205.0157,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.530 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4205.545 (depth 0.766) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4205.1114,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.434 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4205.545 (depth 0.766) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4206.3009,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.396 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4206.697 (depth 0.869) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4206.6117,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4207.4385,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4208.4266,FIT-PINNED: fitted sigma 0.0036 A sits on the instrumental floor 0.0036 A. No observed fea,UNKNOWN,,,
4209.6003,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.224 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4209.824 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4209.8281,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.524 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4210.352 (depth 0.907) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4210.8844,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.532 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4210.352 (depth 0.907) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
