wave,symptom,fault_domain,mechanism,discriminator,fix
7454.8145,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,wavelength error in our line list,"a feature of depth 0.056 (predicted 0.056) sits at 7455.395, +0.581 A away — the line is REAL, our position is wrong",re-source this line's wavelength from a graded reference (NIST)
7463.3822,FIT-PINNED: fitted sigma 0.0063 A sits on the instrumental floor 0.0063 A. No observed fea,UNKNOWN,,,
7464.2932,FIT-PINNED: fitted sigma 0.0063 A sits on the instrumental floor 0.0063 A. No observed fea,UNKNOWN,,,
7465.2335,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.126; observed at the position is 0.005,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
7472.75,FIT-PINNED: fitted sigma 0.0063 A sits on the instrumental floor 0.0063 A. No observed fea,UNKNOWN,,,
7473.5539,FIT-PINNED: fitted sigma 0.0063 A sits on the instrumental floor 0.0063 A. No observed fea,UNKNOWN,,,
7476.1253,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.250 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 7476.376 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
7481.9314,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.295 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 7482.227 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
7484.2988,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7494.3953,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.590 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7494.985 (depth 0.353) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7494.719,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.358 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 7495.077 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
7495.0651,REW -4.628 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7504.2705,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7506.0126,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7511.0314,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7512.1266,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.591 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7511.536 (depth 0.049) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7522.9123,REW -4.890 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7523.2214,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.451 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 7522.770 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
7531.1434,REW -4.847 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7547.8961,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7551.1041,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7573.4135,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7582.1207,FIT-PINNED: fitted sigma 0.0064 A sits on the instrumental floor 0.0064 A. No observed fea,UNKNOWN,,,
7586.0175,REW -4.720 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7588.8437,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.537 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7588.307 (depth 0.183) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7594.1726,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.203 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7593.969 (depth 1.005) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7647.8417,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.596 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7648.438 (depth 0.439) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7653.7583,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.265 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7654.023 (depth 1.001) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7661.1944,FIT-PINNED: fitted sigma 0.0065 A sits on the instrumental floor 0.0065 A. No observed fea,UNKNOWN,,,
7661.4768,FIT-PINNED: fitted sigma 0.0065 A sits on the instrumental floor 0.0065 A. No observed fea,UNKNOWN,,,
7664.1586,FIT-PINNED: fitted sigma 0.0065 A sits on the instrumental floor 0.0065 A. No observed fea,UNKNOWN,,,
7664.2932,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.533 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7664.827 (depth 1.001) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7689.0364,FIT-PINNED: fitted sigma 0.0065 A sits on the instrumental floor 0.0065 A. No observed fea,UNKNOWN,,,
7710.0956,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.279 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 7710.374 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
7715.202,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.383 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 7715.585 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
7720.7111,FIT-PINNED: fitted sigma 0.0066 A sits on the instrumental floor 0.0066 A. No observed fea,UNKNOWN,,,
7733.7231,FIT-PINNED: fitted sigma 0.0066 A sits on the instrumental floor 0.0066 A. No observed fea,UNKNOWN,,,
7742.7034,REW -4.807 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7748.2693,REW -4.811 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7780.556,REW -4.742 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7794.1693,FIT-PINNED: fitted sigma 0.0066 A sits on the instrumental floor 0.0066 A. No observed fea,UNKNOWN,,,
7832.1948,REW -4.701 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7855.3987,FIT-PINNED: fitted sigma 0.0067 A sits on the instrumental floor 0.0067 A. No observed fea,UNKNOWN,,,
7869.5898,FIT-PINNED: fitted sigma 0.0067 A sits on the instrumental floor 0.0067 A. No observed fea,UNKNOWN,,,
7910.5151,FIT-PINNED: fitted sigma 0.0067 A sits on the instrumental floor 0.0067 A. No observed fea,UNKNOWN,,,
7915.5139,FIT-PINNED: fitted sigma 0.0067 A sits on the instrumental floor 0.0067 A. No observed fea,UNKNOWN,,,
7924.149,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.189 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 7924.338 (depth 0.267) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
7937.1386,REW -4.645 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7945.8456,REW -4.662 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
7954.9505,FIT-PINNED: fitted sigma 0.0068 A sits on the instrumental floor 0.0068 A. No observed fea,UNKNOWN,,,
7964.9722,FIT-PINNED: fitted sigma 0.0068 A sits on the instrumental floor 0.0068 A. No observed fea,UNKNOWN,,,
7998.9437,FIT-PINNED: fitted sigma 0.0068 A sits on the instrumental floor 0.0068 A. No observed fea,UNKNOWN,,,
8027.9405,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.386 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 8028.326 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
8028.3124,FIT-PINNED: fitted sigma 0.0068 A sits on the instrumental floor 0.0068 A. No observed fea,UNKNOWN,,,
8046.0458,FIT-PINNED: fitted sigma 0.0068 A sits on the instrumental floor 0.0068 A. No observed fea,UNKNOWN,,,
8054.4893,FIT-PINNED: fitted sigma 0.0068 A sits on the instrumental floor 0.0068 A. No observed fea,UNKNOWN,,,
8072.1633,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8075.1489,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8085.1709,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8089.3534,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8092.0386,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.597 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 8092.636 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
8096.8747,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8107.3847,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.441 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8107.825 (depth 0.255) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8108.3191,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.494 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8107.825 (depth 0.255) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8112.1601,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.229 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8112.390 (depth 0.205) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8122.8366,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8133.3288,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.425 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8133.754 (depth 0.831) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8146.6739,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.489 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8147.163 (depth 0.621) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8149.5136,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8149.6896,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8171.1403,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8178.9919,FIT-PINNED: fitted sigma 0.0069 A sits on the instrumental floor 0.0069 A. No observed fea,UNKNOWN,,,
8186.8013,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.451 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8186.350 (depth 0.909) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8196.5162,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.464 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8196.980 (depth 0.063) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8197.9028,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.216 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8197.687 (depth 0.995) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8198.2725,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.586 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8197.687 (depth 0.995) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8198.92,REW -4.719 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8204.9364,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.153 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8204.783 (depth 0.190) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8209.9664,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.057; observed at the position is 0.027,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
8220.3768,FIT-PINNED: fitted sigma 0.0070 A sits on the instrumental floor 0.0070 A. No observed fea,UNKNOWN,,,
8221.806,FIT-PINNED: fitted sigma 0.0070 A sits on the instrumental floor 0.0070 A. No observed fea,UNKNOWN,,,
8231.7455,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.486 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8231.260 (depth 0.986) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8232.3156,FIT-PINNED: fitted sigma 0.0070 A sits on the instrumental floor 0.0070 A. No observed fea,UNKNOWN,,,
8257.2768,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.590 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8256.686 (depth 0.247) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8263.8341,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.405 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8263.429 (depth 0.679) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8269.3101,FIT-PINNED: fitted sigma 0.0070 A sits on the instrumental floor 0.0070 A. No observed fea,UNKNOWN,,,
8269.6486,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.487 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8269.162 (depth 0.150) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8275.8913,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.599 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8276.490 (depth 0.590) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8277.7655,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.069; observed at the position is 0.008,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
8287.2857,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.597 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8287.883 (depth 0.926) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8287.5598,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.372 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8287.931 (depth 0.991) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8292.8072,FIT-PINNED: fitted sigma 0.0070 A sits on the instrumental floor 0.0070 A. No observed fea,UNKNOWN,,,
8293.5124,FIT-PINNED: fitted sigma 0.0070 A sits on the instrumental floor 0.0070 A. No observed fea,UNKNOWN,,,
8299.9993,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.346 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8300.345 (depth 0.736) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8307.609,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8310.0757,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.195 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 8310.271 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
8310.9779,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,wavelength error in our line list,"a feature of depth 0.137 (predicted 0.093) sits at 8310.379, -0.599 A away — the line is REAL, our position is wrong",re-source this line's wavelength from a graded reference (NIST)
8317.0908,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth -0.,ATOMIC-DATA,wavelength error in our line list,"a feature of depth 0.040 (predicted 0.066) sits at 8317.397, +0.306 A away — the line is REAL, our position is wrong",re-source this line's wavelength from a graded reference (NIST)
8322.9127,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.378 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8322.535 (depth 0.040) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8324.1393,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.494 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8324.633 (depth 0.052) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8328.9494,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.594 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8329.543 (depth 0.151) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8331.9135,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8332.5364,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.595 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 8331.942 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
8334.2133,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8339.4017,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.367 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8339.035 (depth 0.818) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8340.5017,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8342.2047,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8342.8563,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.586 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8342.270 (depth 0.308) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8349.0448,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8382.2382,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8397.6829,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.079; observed at the position is 0.021,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
8401.3992,FIT-PINNED: fitted sigma 0.0071 A sits on the instrumental floor 0.0071 A. No observed fea,UNKNOWN,,,
8439.5705,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.393; observed at the position is 0.013,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
8446.3843,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8446.5748,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8453.6566,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8458.9751,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8463.9937,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,wavelength error in our line list,"a feature of depth 0.038 (predicted 0.053) sits at 8463.551, -0.443 A away — the line is REAL, our position is wrong",re-source this line's wavelength from a graded reference (NIST)
8468.4059,REW -4.764 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8480.6333,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8496.989,REW -4.505 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8497.946,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.578 vs predicted 0.136 (x4.3) at the corr,ATOMIC-DATA,"log gf too weak, or an uncatalogued blend adds depth at this position","0.647 observed vs 0.136 predicted — the line is present and correctly placed, so this is not a positional error. Deeper than predicted has TWO explanations and this test does not separate them; a synthesis fit would","re-adjudicate log gf against NIST; if it holds, look for an uncatalogued blend by fitting the profile"
8499.3295,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.593 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8498.736 (depth 0.254) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8514.0713,REW -4.818 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8517.305,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8518.4263,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8526.6689,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
8527.8522,FIT-PINNED: fitted sigma 0.0072 A sits on the instrumental floor 0.0072 A. No observed fea,UNKNOWN,,,
