element,ion,wavelength_air_A,instrument,ew_mA,rew,log_gf,ep_eV,predicted_depth,ew_method,panel,excluded_reason,fault_domain,mechanism,discriminator,fix
Fe,I,7396.5071,kpno_solar_atlas,31.01590249997719,-5.377442255696617,-1.64,4.988,0.077,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0736; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_5.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.443 A from the catalogued position (depth 0.103 vs 0.091 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7401.5894,kpno_solar_atlas,25.2725705001127,-5.466675572405403,-1.131,5.4099,0.094,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0740; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_5.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.101 A from the catalogued position (depth 0.297 vs 0.056 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7406.0505,kpno_solar_atlas,8.9435154999407,-5.918078405069381,-1.177,5.3852,0.09,"integrated over +/-0.139 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0740; half-width 0.139 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_5.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.010, predicted 0.090) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,7411.1526,kpno_solar_atlas,128.56172749991077,-4.7607740562747525,-0.299,4.2833,0.517,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0740; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_5.png,REW -4.761 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7415.1864,kpno_solar_atlas,15.002014500041309,-5.69397249173362,-1.732,4.9913,0.063,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0740; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.117 A from the catalogued position (depth 0.105 vs 0.066 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7430.7997,kpno_solar_atlas,24.101498999999414,-5.488991500401042,-1.204,5.3852,0.085,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0740; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.051 A from the catalogued position (depth 0.165 vs 0.121 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7445.6931,kpno_solar_atlas,88.48938250013147,-4.925013966798596,-4.464,2.2786,0.064,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0744; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9463, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.067 A from the catalogued position (depth 0.576 vs 0.376 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7445.7485,kpno_solar_atlas,100.07673950010792,-4.87157521507366,-0.102,4.2562,0.547,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0744; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9249, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,REW -4.872 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7446.0552,kpno_solar_atlas,15.79204250009537,-5.673487947343277,-1.144,5.426,0.088,"integrated over +/-0.153 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0744; half-width 0.153 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.145 A from the catalogued position (depth 0.145 vs 0.036 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7454.8145,kpno_solar_atlas,5.268233999995999,-6.150771784420105,-1.375,5.426,0.056,"integrated over +/-0.409 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0744; half-width 0.409 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.008, predicted 0.056) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,7465.2335,kpno_solar_atlas,3.102375499991441,-6.381349034229702,-1.017,5.3516,0.126,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0744; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.002, predicted 0.126) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,7494.719,kpno_solar_atlas,18.28830149996313,-5.612581981591636,-5.285,1.5574,0.054,"integrated over +/-0.162 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0748; half-width 0.162 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.154 A from the catalogued position (depth 0.101 vs 0.038 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7495.0651,kpno_solar_atlas,130.16456550003076,-4.760282636357658,0.052,4.2204,0.571,"integrated over +/-0.173 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0748; half-width 0.173 A from line separation | CONCERN: side-band 95th pct is 0.9485, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,REW -4.760 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7511.0314,kpno_solar_atlas,191.45879599996303,-4.593624254060751,0.099,4.1777,0.583,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0748; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,REW -4.594 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7522.9123,kpno_solar_atlas,32.717483499698226,-5.361606106907093,-2.019,4.6382,0.073,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0752; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.111 A from the catalogued position (depth 0.398 vs 0.099 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7531.1434,kpno_solar_atlas,99.08810249996225,-4.880839405138291,-0.951,4.3714,0.389,"integrated over +/-0.309 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0752; half-width 0.309 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_6.png,REW -4.881 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7586.0175,kpno_solar_atlas,141.0411554999788,-4.730667982905417,-0.47,4.3125,0.48,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0756; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,REW -4.731 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7588.8437,kpno_solar_atlas,19.92395949997032,-5.58079995792154,-1.672,5.0995,0.057,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0756; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.447 A from the catalogued position (depth 0.070 vs 0.064 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7594.1726,kpno_solar_atlas,427.25447800038575,-4.249793840338233,-1.652,5.1055,0.06,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0756; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.203 A from the catalogued position (depth 1.005 vs 0.124 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7647.8417,kpno_solar_atlas,78.28164299998394,-4.989878957859389,-2.109,4.4456,0.089,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0764; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9406, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.386 A from the catalogued position (depth 0.083 vs 0.060 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7653.7583,kpno_solar_atlas,435.6937605000802,-4.244693402888779,-0.886,4.7955,0.298,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0764; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9545, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.265 A from the catalogued position (depth 1.001 vs 0.447 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7661.4768,kpno_solar_atlas,22.20445550004485,-5.537872362991036,-1.628,5.0856,0.064,"integrated over +/-0.141 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0764; half-width 0.141 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.141 A from the catalogued position (depth 0.097 vs 0.084 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7664.1586,kpno_solar_atlas,59.4327970002271,-5.110438314018999,-1.171,4.8349,0.212,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0764; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9625, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.116 A from the catalogued position (depth 0.499 vs 0.236 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7664.2932,kpno_solar_atlas,96.89334200017484,-4.898178174815288,-1.683,2.9904,0.522,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0764; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9104, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,REW -4.898 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7689.0364,kpno_solar_atlas,46.724759500281394,-5.216324842190278,-1.37,5.0995,0.102,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0768; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.119 A from the catalogued position (depth 0.865 vs 0.170 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7710.0956,kpno_solar_atlas,6.710019999970038,-6.060335948409314,-1.238,5.0674,0.138,"integrated over +/-0.134 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0768; half-width 0.134 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.127 A from the catalogued position (depth 0.038 vs 0.029 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7748.2693,kpno_solar_atlas,106.5808325002297,-4.861525598531457,-1.751,2.9488,0.516,"integrated over +/-0.299 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0772; half-width 0.299 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,REW -4.862 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7780.556,kpno_solar_atlas,137.08472099984323,-4.7540215803740296,0.03,4.4733,0.517,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0776; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_7.png,REW -4.754 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7794.1693,kpno_solar_atlas,4.57410049999663,-6.231464132537524,-0.573,6.0887,0.074,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0776; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth -0.000, predicted 0.074) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,7832.1948,kpno_solar_atlas,150.7986814999955,-4.715485936251147,0.112,4.4346,0.532,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0780; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,REW -4.715 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7910.5151,kpno_solar_atlas,27.75301349999416,-5.4548946169462456,-0.702,6.0383,0.063,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0788; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.158 A from the catalogued position (depth 0.157 vs 0.030 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7924.149,kpno_solar_atlas,67.02150500000836,-5.072738457205012,-1.685,4.7955,0.1,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0792; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.189 A from the catalogued position (depth 0.263 vs 0.137 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,7937.1386,kpno_solar_atlas,170.44354650000653,-4.668083401919885,0.228,4.3125,0.561,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0792; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,REW -4.668 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7945.8456,kpno_solar_atlas,165.06689850004318,-4.682480130540328,0.227,4.3865,0.549,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0792; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,REW -4.682 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,7998.9437,kpno_solar_atlas,166.27536649996077,-4.682204726280068,0.151,4.3714,0.54,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0796,lm0800; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,REW -4.682 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8046.0458,kpno_solar_atlas,152.6379629999867,-4.721919938742598,0.032,4.4153,0.516,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0804; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,REW -4.722 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8054.4893,kpno_solar_atlas,15.775947499979896,-5.708042556579522,-1.028,5.8134,0.05,"integrated over +/-0.129 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0804; half-width 0.129 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.123 A from the catalogued position (depth 0.108 vs 0.044 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8085.1709,kpno_solar_atlas,166.22635749995263,-4.686989315886739,-0.121,4.4456,0.489,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0808; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,REW -4.687 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8090.3248,kpno_solar_atlas,38.74660300001069,-5.319732324503048,-1.912,4.58,0.098,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0808; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.114 A from the catalogued position (depth 0.145 vs 0.096 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8107.3847,kpno_solar_atlas,43.674082500018514,-5.2686569908821,-0.296,6.1502,0.107,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0808; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_8.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.441 A from the catalogued position (depth 0.251 vs 0.044 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8108.3191,kpno_solar_atlas,25.77564899997922,-5.497721222753127,-3.897,2.7275,0.078,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0808; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.447 A from the catalogued position (depth 0.123 vs 0.079 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8112.1601,kpno_solar_atlas,50.09140699997156,-5.209373282618221,-3.706,2.6924,0.121,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0808; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.229 A from the catalogued position (depth 0.203 vs 0.115 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8122.8366,kpno_solar_atlas,61.1662084999156,-5.123196156211115,-0.684,6.1531,0.052,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0812; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.281 A from the catalogued position (depth 0.268 vs 0.103 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8133.3288,kpno_solar_atlas,159.908265500283,-4.706397416974039,-0.428,6.1289,0.089,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0812; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.425 A from the catalogued position (depth 0.830 vs 0.108 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8146.6739,kpno_solar_atlas,77.89784250017554,-5.019454903066263,-3.54,3.274,0.052,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0812; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.445 A from the catalogued position (depth 0.397 vs 0.062 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8149.5136,kpno_solar_atlas,50.82969349985592,-5.205014197905808,-1.93,4.5844,0.094,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0812; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9295, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.113 A from the catalogued position (depth 0.385 vs 0.228 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8149.6896,kpno_solar_atlas,103.67283599983112,-4.8954760889866265,-1.799,4.5844,0.119,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0812; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8507, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.663 vs predicted 0.119 (x5.6) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement",,,,
Fe,I,8171.1403,kpno_solar_atlas,42.662981999991736,-5.2822314595713955,-0.787,5.7956,0.084,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0816; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.133 A from the catalogued position (depth 0.094 vs 0.071 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8178.9919,kpno_solar_atlas,224.1280605001017,-4.562203545128172,-1.555,4.3125,0.245,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0816; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,REW -4.562 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8186.8013,kpno_solar_atlas,150.45018400053132,-4.735721526636022,-0.96,4.913,0.237,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0816; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.441 A from the catalogued position (depth 0.904 vs 0.279 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8196.5162,kpno_solar_atlas,26.7717899999906,-5.485951891872854,-2.214,4.5931,0.053,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0816; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.444 A from the catalogued position (depth 0.046 vs 0.044 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8197.9028,kpno_solar_atlas,121.48005099952287,-4.829197799144608,-0.901,5.7934,0.068,"integrated over +/-0.185 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0816; half-width 0.185 A from line separation | CONCERN: side-band 95th pct is 0.9259, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_9.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.178 A from the catalogued position (depth 0.952 vs 0.195 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8198.92,kpno_solar_atlas,143.22363450007114,-4.757741958495323,-0.566,4.4346,0.423,"integrated over +/-0.324 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0816; half-width 0.324 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,REW -4.758 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8204.9364,kpno_solar_atlas,45.82223699995915,-5.252998931765594,-5.058,0.9582,0.244,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0820; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.153 A from the catalogued position (depth 0.189 vs 0.132 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8209.9664,kpno_solar_atlas,75.9954510001556,-5.033553783042036,-0.981,5.7956,0.057,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0820; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.020, predicted 0.057) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8220.3768,kpno_solar_atlas,206.26041299999008,-4.600475841876819,0.275,4.3201,0.555,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0820; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,REW -4.600 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8221.806,kpno_solar_atlas,127.30270250006777,-4.8101296016858885,-1.907,4.5844,0.098,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0820; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.275 A from the catalogued position (depth 0.696 vs 0.037 at the line) — the EW is an upper bound on a blend, not this line",,,,
