feed,element,ion,band,instrument,tier,treatment,status,source,copied_to,feed_sha256,actual_sha256,detail
Fe.json,Fe,I,VIS,harps,DEEPGRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_LOCALRENORM_ENGINE-A_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_LOCALRENORM_ENGINE-A_products.csv,3f763a487a51554d9f408968f8fae304d3703758b2e84694075760d1b9417f1c,,
Fe.json,Fe,I,VIS,harps,DEEPGRADED,ENGINE-B,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_LOCALRENORM_ENGINE-B_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_LOCALRENORM_ENGINE-B_products.csv,3be29416f994712ce1184bba1ce16b56f3026c2f6c8f0dc30feac648b53011a1,,
Fe.json,Fe,I,VIS,harps,DEEPGRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_products.csv,a65aabe142e1a8838dea5fde5dff989c90f3a2ef26a60869867a6c2a23e10dc2,,
Fe.json,Fe,I,VIS,harps,DEEPGRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_DEEPGRADED_ENGINE-A_products.csv,18c9371f81b3de2f4a6a5f235de9056c30f10e1711baa4e86cd41eebd7b86133,,
Fe.json,Fe,I,VIS,harps,GRADED,ENGINE-A-3DNLTE,RECONCILED,/private/tmp/g3d/out_g3d_08d20b.csv,data/results/band_products/out_g3d_08d20b.csv,99db4e75d93a9bc9e88d1be2c40fa291cd945f1e80313d822134d5840931a7b1,,
Fe.json,Fe,I,VIS,harps,GRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_PROFILEFIT_GRADED_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_PROFILEFIT_GRADED_products.csv,a6b5d2e852453eb59b85e2dee549983faa220ce53466f7189f03e0265a5ae783,,
Fe.json,Fe,I,VIS,harps,GRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_PROFILEFIT_GRADED_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_PROFILEFIT_GRADED_products.csv,a6b5d2e852453eb59b85e2dee549983faa220ce53466f7189f03e0265a5ae783,,
Fe.json,Fe,I,VIS,harps,GRADED,ENGINE-B,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_PROFILEFIT_GRADED_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_PROFILEFIT_GRADED_products.csv,a6b5d2e852453eb59b85e2dee549983faa220ce53466f7189f03e0265a5ae783,,
Fe.json,Fe,I,VIS,harps,GRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_GRADED_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_GRADED_products.csv,64f2983f9b8490b2e05d4b1e5bc6e35392aff54848e6c21edbdc5a324d9bb938,,
Fe.json,Fe,I,VIS,harps,GRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_GRADED_ENGINE-A_products.csv,data/results/band_products/FeI_4200_6910_harps_solar_harps_molecfit_corrected_SYNTH_GRADED_ENGINE-A_products.csv,aa700b7a8355e1f7b0f9cb4f2ebb97e2a6fedb65407704b5e8316312fa647979,,
Fe.json,Fe,I,VIS,iag_fts_solar_atlas,DEEPGRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_DEEPGRADED_products.csv,data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_DEEPGRADED_products.csv,8d9af0cecb4439fdbe0f3463d5f54b0fa0854cd6226b54098bcd8d619914879e,,
Fe.json,Fe,I,VIS,iag_fts_solar_atlas,DEEPGRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_DEEPGRADED_ENGINE-A_products.csv,data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_DEEPGRADED_ENGINE-A_products.csv,2ddeca631c292dc8e9c95e641f940fa0e0c0b6e9c40d6e34c43dca6b0492a621,,
Fe.json,Fe,I,VIS,iag_fts_solar_atlas,GRADED,ENGINE-A-3DNLTE,RECONCILED,/private/tmp/g3d/out_g3d_7215bb.csv,data/results/band_products/out_g3d_7215bb.csv,282d478a592c77c66b31c9034f56633f26b0f361c80fafc989167220bd5c89c8,,
Fe.json,Fe,I,VIS,iag_fts_solar_atlas,GRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_PROFILEFIT_GRADED_products.csv,data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_PROFILEFIT_GRADED_products.csv,9a690e039246b622d506115f4b2a6f93ac0de387904394a11050863bcbdeea56,,
Fe.json,Fe,I,VIS,iag_fts_solar_atlas,GRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_PROFILEFIT_GRADED_products.csv,data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_PROFILEFIT_GRADED_products.csv,9a690e039246b622d506115f4b2a6f93ac0de387904394a11050863bcbdeea56,,
Fe.json,Fe,I,VIS,iag_fts_solar_atlas,GRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_products.csv,data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_products.csv,20dbaa0f8c55f9496f83dd384327732f2674a8c7c6d2512632bb5bc226f3396d,,
Fe.json,Fe,I,VIS,iag_fts_solar_atlas,GRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_ENGINE-A_products.csv,data/results/band_products/FeI_4200_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_ENGINE-A_products.csv,1c5fb792d6c91dbcebead2b34cac05431f57767a0b8317e46afd694fc22e58a0,,
Fe.json,Fe,I,VIS,kpno_solar_atlas,DEEPGRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_products.csv,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_products.csv,df565ca01ad39ca9d068fda1d842c42db0924f3ede3302b754b3175c67079f16,,
Fe.json,Fe,I,VIS,kpno_solar_atlas,DEEPGRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_products.csv,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_DEEPGRADED_ENGINE-A_products.csv,46768ce0821f5dde6711d256fce9860a1d71253d1920b10655f52d24cf8ea3df,,
Fe.json,Fe,I,VIS,kpno_solar_atlas,GRADED,ENGINE-A-3DNLTE,RECONCILED,/private/tmp/g3d/out_g3d_9e651a.csv,data/results/band_products/out_g3d_9e651a.csv,c8eaa92b679512cc88c1e08ac4e2972d6e51b09c7721e71cb10599ad1d24d6c8,,
Fe.json,Fe,I,VIS,kpno_solar_atlas,GRADED,1D-LTE,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_PROFILEFIT_GRADED_products.csv,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_PROFILEFIT_GRADED_products.csv,134b4728b37e1d3f06c914498ea8fd70f73864fc407c6ec6aea4132efa30f068,,
Fe.json,Fe,I,VIS,kpno_solar_atlas,GRADED,ENGINE-A,RECONCILED,/Users/ryanschmitt/codex/rya1015/data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_PROFILEFIT_GRADED_products.csv,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_PROFILEFIT_GRADED_products.csv,134b4728b37e1d3f06c914498ea8fd70f73864fc407c6ec6aea4132efa30f068,,
