wavelength_air_A,flux_normalized,n_frames,min_mtrans
11383.0234,0.98554,4,0.8305
11383.0614,0.987067,4,0.8351
11383.0993,0.984784,4,0.8412
11383.1373,0.97888,4,0.8469
11383.1753,0.976033,4,0.8509
11383.2132,0.9736,4,0.8528
11383.2512,0.974318,4,0.8526
11383.2892,0.977079,4,0.8504
11383.3271,0.972796,4,0.8456
11383.3651,0.975187,4,0.837
11383.4031,0.972105,4,0.8225
11383.441,0.982585,4,0.7986
11383.479,0.985422,4,0.7613
11383.5169,0.991266,4,0.7063
11383.5549,0.996919,4,0.635
11383.5929,1.001244,4,0.561
11383.6308,1.023682,4,0.5113
11383.6688,1.047739,4,0.5155
11383.7068,1.051188,4,0.56
11383.7447,1.040835,4,0.6316
11383.7827,1.024608,4,0.7057
11383.8207,1.011731,4,0.7632
11383.8586,1.006354,4,0.8015
11383.8966,1.005376,4,0.8238
11383.9345,1.007983,4,0.8343
11383.9725,1.005996,4,0.8381
11384.0105,1.002859,4,0.8419
11384.0484,1.002036,4,0.8513
11384.0864,1.006016,4,0.8665
11384.1244,1.006985,4,0.8826
11384.1623,1.007856,4,0.8959
11384.2003,1.006317,4,0.9055
11384.2383,1.007328,4,0.9123
11384.2762,1.004786,4,0.9171
11384.3142,1.006464,4,0.9207
11384.3521,1.007439,4,0.9237
11384.3901,1.006315,4,0.9265
11384.4281,1.0047,4,0.9291
11384.466,1.00576,4,0.9314
11384.504,1.004681,4,0.9334
11384.542,1.004025,4,0.9351
11384.5799,1.002794,4,0.9366
11384.6179,1.001366,4,0.938
11384.6559,1.001759,4,0.9392
11384.6938,1.002715,4,0.9404
11384.7318,1.001605,4,0.9416
11384.7697,0.999829,4,0.9427
11384.8077,0.999714,4,0.9437
11384.8457,0.999086,4,0.9447
11384.8836,0.994154,4,0.9456
11384.9216,0.994891,4,0.9464
11384.9596,0.991705,4,0.9471
11384.9975,0.993357,4,0.9478
11385.0355,0.99625,4,0.9485
11385.0735,0.99738,4,0.9492
11385.1114,1.002378,4,0.9499
11385.1494,1.004756,4,0.9506
11385.1873,1.002168,4,0.9512
11385.2253,1.004707,4,0.9517
11385.2633,1.007105,4,0.9523
11385.3012,1.003441,4,0.9527
11385.3392,1.005805,4,0.9531
11385.3772,1.005359,4,0.9534
11385.4151,1.007803,4,0.9536
11385.4531,1.008705,4,0.9538
11385.4911,1.008571,4,0.9541
11385.529,1.003469,4,0.9546
11385.567,1.006261,4,0.9552
11385.6049,1.007553,4,0.9559
11385.6429,1.006922,4,0.9566
11385.6809,1.010072,4,0.9571
11385.7188,1.01397,4,0.9576
11385.7568,1.009727,4,0.9581
11385.7948,1.00498,4,0.9584
11385.8327,1.005714,4,0.9588
11385.8707,1.005296,4,0.9592
11385.9086,1.004057,4,0.9595
11385.9466,1.003468,4,0.9598
11385.9846,1.000989,4,0.9601
11386.0225,0.997077,4,0.9604
11386.0605,0.999194,4,0.9606
11386.0985,0.996363,4,0.9609
11386.1364,0.997772,4,0.9612
11386.1744,0.994975,4,0.9614
11386.2124,0.994094,4,0.9616
11386.2503,0.994226,4,0.9619
11386.2883,0.996063,4,0.9621
11386.3262,1.000386,4,0.9623
11386.3642,1.003586,4,0.9625
11386.4022,1.003437,4,0.9626
11386.4401,1.008415,4,0.9628
11386.4781,1.005106,4,0.9629
11386.5161,1.007037,4,0.963
11386.554,1.007807,4,0.9631
11386.592,1.006557,4,0.9632
11386.63,1.008111,4,0.9632
11386.6679,1.0085,4,0.9632
11386.7059,1.01227,4,0.9631
11386.7438,1.008937,4,0.9629
11386.7818,1.007724,4,0.9626
11386.8198,1.006929,4,0.9623
11386.8577,1.003745,4,0.9617
11386.8957,1.003517,4,0.9608
11386.9337,1.002938,4,0.9595
11386.9716,1.003273,4,0.9573
11387.0096,0.999329,4,0.9538
11387.0476,0.999043,4,0.9486
11387.0855,0.993511,4,0.9419
11387.1235,0.990901,4,0.9356
11387.1614,0.985704,4,0.9329
11387.1994,0.975163,4,0.935
11387.2374,0.961723,4,0.9409
11387.2753,0.939772,4,0.9479
11387.3133,0.916742,4,0.9539
11387.3513,0.907826,4,0.9581
11387.3892,0.913623,4,0.9607
11387.4272,0.926195,4,0.9625
11387.4652,0.949407,4,0.9636
11387.5031,0.97283,4,0.9644
11387.5411,0.987658,4,0.965
11387.579,0.9972,4,0.9653
11387.617,1.002466,4,0.9655
11387.655,1.007734,4,0.9656
11387.6929,1.00976,4,0.9658
11387.7309,1.010564,4,0.9662
11387.7689,1.010507,4,0.9666
11387.8068,1.00956,4,0.967
11387.8448,1.009557,4,0.9672
11387.8828,1.005565,4,0.9675
11387.9207,1.006804,4,0.9676
11387.9587,1.007048,4,0.9677
11387.9966,1.004624,5,0.9678
11388.0346,1.004684,5,0.9678
11388.0726,1.005318,5,0.9678
11388.1105,1.008685,5,0.9678
11388.1485,1.005078,5,0.9676
11388.1865,1.003393,5,0.9673
11388.2244,1.005011,5,0.9666
11388.2624,0.999018,5,0.9654
11388.3004,0.990188,5,0.9638
11388.3383,0.978072,5,0.9619
11388.3763,0.962759,5,0.9605
11388.4142,0.939891,5,0.9599
11388.4522,0.920259,5,0.96
11388.4902,0.908416,5,0.9608
11388.5281,0.905405,5,0.9622
11388.5661,0.91542,5,0.9638
11388.6041,0.934984,5,0.9654
11388.642,0.954034,5,0.9665
11388.68,0.968857,5,0.9671
11388.718,0.98054,5,0.9675
11388.7559,0.989755,5,0.9677
11388.7939,0.99561,5,0.9677
11388.8318,1.00014,5,0.9676
11388.8698,1.0009,5,0.9673
11388.9078,1.001183,5,0.9667
11388.9457,1.001423,5,0.9657
11388.9837,1.001194,5,0.9643
11389.0217,0.998875,5,0.9625
11389.0596,0.999507,5,0.9612
11389.0976,0.99909,5,0.9609
11389.1355,1.002672,4,0.9616
11389.1735,0.996253,4,0.9627
11389.2115,0.993814,4,0.9635
11389.2494,0.988408,4,0.9639
11389.2874,0.980137,4,0.9642
11389.3254,0.974733,4,0.9645
11389.3633,0.965269,4,0.9648
11389.4013,0.95914,4,0.9648
11389.4393,0.961574,4,0.9645
11389.4772,0.965199,4,0.9637
11389.5152,0.969304,4,0.9625
11389.5531,0.977365,4,0.9605
11389.5911,0.983124,4,0.9574
11389.6291,0.985221,4,0.9524
11389.667,0.988515,4,0.9438
11389.705,0.993307,4,0.9291
11389.743,0.99511,4,0.9077
11389.7809,0.991593,4,0.8828
11389.8189,0.992021,4,0.8649
11389.8569,0.98129,4,0.8644
11389.8948,0.973704,4,0.8813
11389.9328,0.955836,4,0.9056
11389.9707,0.935372,4,0.9274
11390.0087,0.915403,4,0.9425
11390.0467,0.898141,4,0.9514
11390.0846,0.88647,4,0.9565
11390.1226,0.890246,4,0.9597
11390.1606,0.89782,4,0.9617
11390.1985,0.917109,4,0.963
11390.2365,0.938404,4,0.964
11390.2745,0.956884,4,0.9647
11390.3124,0.970256,4,0.9652
11390.3504,0.980045,4,0.9657
11390.3883,0.985773,4,0.9661
11390.4263,0.986949,4,0.9664
11390.4643,0.98595,4,0.9666
11390.5022,0.980277,4,0.9667
11390.5402,0.965134,4,0.9668
11390.5782,0.940296,4,0.9668
11390.6161,0.906062,4,0.9668
11390.6541,0.866532,4,0.9667
11390.6921,0.828624,4,0.9665
11390.73,0.812437,4,0.9663
11390.768,0.819057,4,0.966
11390.8059,0.845059,4,0.9655
11390.8439,0.876854,4,0.9649
11390.8819,0.907557,4,0.9644
11390.9198,0.933872,4,0.9639
11390.9578,0.955243,4,0.9635
11390.9958,0.973697,4,0.9633
11391.0337,0.988304,4,0.963
11391.0717,0.993323,4,0.9625
11391.1097,1.001089,4,0.9616
11391.1476,1.000735,4,0.9607
11391.1856,1.002909,4,0.96
11391.2235,1.005493,4,0.9598
11391.2615,1.008329,4,0.9599
11391.2995,1.005369,4,0.9599
11391.3374,1.006342,4,0.9595
11391.3754,1.006027,4,0.9585
11391.4134,1.006635,4,0.9566
11391.4513,0.99977,4,0.9535
11391.4893,0.996728,4,0.949
11391.5273,0.990473,4,0.9426
11391.5652,0.978483,4,0.9342
11391.6032,0.974722,4,0.9245
11391.6411,0.969107,4,0.9172
11391.6791,0.973091,4,0.9169
11391.7171,0.982297,4,0.9236
11391.755,0.99049,4,0.9325
11391.793,0.998359,4,0.9387
11391.831,1.001913,4,0.9409
11391.8689,1.006314,4,0.9394
11391.9069,1.010123,4,0.9347
11391.9448,1.008092,4,0.9264
11391.9828,1.011842,4,0.912
11392.0208,1.014992,4,0.8917
11392.0587,1.017711,4,0.8686
11392.0967,1.013049,4,0.8479
11392.1347,1.017288,4,0.8379
11392.1726,1.018947,4,0.8464
11392.2106,1.016543,4,0.8664
11392.2486,1.010362,4,0.8872
11392.2865,1.007108,4,0.9024
11392.3245,1.004458,4,0.9099
11392.3624,1.004069,4,0.9091
11392.4004,1.00541,4,0.8989
11392.4384,1.003763,4,0.8825
11392.4763,0.994455,4,0.8645
11392.5143,0.987952,4,0.8493
11392.5523,0.978646,4,0.842
11392.5902,0.971329,4,0.8383
11392.6282,0.969529,4,0.8322
11392.6662,0.971827,4,0.8261
11392.7041,0.984877,4,0.8302
11392.7421,0.995637,4,0.8473
11392.78,1.001959,4,0.8708
11392.818,1.005698,4,0.8921
11392.856,1.00615,4,0.9073
11392.8939,1.005248,4,0.9165
11392.9319,1.007784,4,0.9216
11392.9699,1.007711,4,0.9238
11393.0078,1.006958,4,0.9244
11393.0458,1.010004,4,0.9237
11393.0838,1.011519,4,0.9219
11393.1217,1.013321,4,0.9191
11393.1597,1.012156,4,0.9154
11393.1976,1.01178,4,0.9106
11393.2356,1.011365,4,0.9042
11393.2736,1.009571,4,0.8958
11393.3115,1.010653,4,0.8852
11393.3495,1.013442,4,0.8729
11393.3875,1.014647,4,0.8589
11393.4254,1.01552,4,0.8413
11393.4634,1.019074,4,0.8168
11393.5014,1.017774,4,0.7811
11393.5393,1.018882,4,0.7288
11393.5773,1.02319,4,0.6553
11393.6152,1.030819,4,0.5597
11393.6532,1.04611,2,0.5548
11393.8051,0.97477,1,0.503
11393.843,0.962779,2,0.5845
11393.881,0.961038,4,0.5567
11393.919,0.950352,4,0.6415
11393.9569,0.959823,4,0.706
11393.9949,0.971761,4,0.7514
11394.0328,0.98583,4,0.7823
11394.0708,0.995076,4,0.8027
11394.1088,1.002465,4,0.8141
11394.1467,1.005866,4,0.8133
11394.1847,1.008305,4,0.8026
11394.2227,1.010839,4,0.7873
11394.2606,1.011338,4,0.7702
11394.2986,1.013863,4,0.7504
11394.3366,1.009372,4,0.7304
11394.3745,1.000854,4,0.7222
11394.4125,0.997812,4,0.7395
11394.4504,1.000271,4,0.7698
11394.4884,1.003298,4,0.7908
11394.5264,1.001974,4,0.7951
11394.5643,1.003164,4,0.7877
11394.6023,1.001851,4,0.7706
11394.6403,1.003454,4,0.7438
11394.6782,1.000939,4,0.7064
11394.7162,0.998531,4,0.6606
11394.7542,0.993308,4,0.6154
11394.7921,0.992832,4,0.5786
11394.8301,0.998159,4,0.5632
11394.868,0.999073,4,0.5641
11394.906,0.99901,4,0.5619
11394.944,0.991178,4,0.5464
11394.9819,0.984666,4,0.5155
11395.0199,1.002791,2,0.5943
11395.0579,0.999547,2,0.5408
11395.7792,1.003551,2,0.5255
11395.8171,0.997262,2,0.5731
11395.8551,0.993275,2,0.6097
11395.8931,0.99471,4,0.5091
11395.931,0.996459,4,0.5304
11395.969,0.991539,4,0.5413
11396.0069,0.987111,4,0.5394
11396.0449,0.99116,4,0.5257
11396.0829,0.987653,3,0.5069
11396.1208,0.993659,2,0.5827
11396.1588,0.982132,2,0.5271
11396.6523,1.004572,2,0.5506
11396.6903,1.003028,3,0.5106
11396.7283,1.0005,4,0.5714
11396.7662,1.000015,4,0.63
11396.8042,0.996047,4,0.677
11396.8421,0.998854,4,0.7139
11396.8801,1.000927,4,0.7435
11396.9181,0.997896,4,0.7673
11396.956,1.001397,4,0.787
11396.994,1.002385,4,0.8038
11397.032,1.001014,4,0.8182
11397.0699,0.999198,4,0.8303
11397.1079,1.003113,4,0.8402
11397.1459,1.003483,4,0.8492
11397.1838,1.007748,4,0.8584
11397.2218,1.010384,4,0.8678
11397.2597,1.009085,4,0.8769
11397.2977,1.005418,4,0.8849
11397.3357,1.000862,4,0.8915
11397.3736,1.006211,4,0.897
11397.4116,1.006491,4,0.9019
11397.4496,1.004481,4,0.9062
11397.4875,1.000067,4,0.9101
11397.5255,1.001222,4,0.9135
11397.5635,1.003986,4,0.9165
11397.6014,0.994858,4,0.9192
11397.6394,0.994531,4,0.9216
11397.6773,0.989714,4,0.9238
11397.7153,0.995993,4,0.9259
11397.7533,0.99178,4,0.9277
11397.7912,0.988782,4,0.9293
11397.8292,0.98167,4,0.9307
11397.8672,0.970397,4,0.9319
11397.9051,0.948571,4,0.9327
11397.9431,0.922037,4,0.9333
11397.9811,0.890349,4,0.9333
11398.019,0.872589,4,0.9327
11398.057,0.864676,4,0.9306
11398.0949,0.882852,4,0.9256
11398.1329,0.910013,4,0.9173
11398.1709,0.942503,4,0.9065
11398.2088,0.964287,4,0.8962
11398.2468,0.981173,4,0.8901
11398.2848,0.991404,4,0.8941
11398.3227,0.991627,4,0.9061
11398.3607,0.987607,4,0.9196
11398.3986,0.983335,4,0.9299
11398.4366,0.980766,4,0.9367
11398.4746,0.981999,4,0.9409
11398.5125,0.980196,4,0.9436
11398.5505,0.983577,4,0.9455
11398.5885,0.991826,4,0.9468
11398.6264,0.993455,4,0.9477
11398.6644,0.996772,4,0.9483
11398.7024,1.00081,4,0.9486
11398.7403,1.002177,4,0.9488
11398.7783,1.006374,4,0.9492
11398.8162,1.009083,4,0.9497
11398.8542,1.00696,4,0.9502
11398.8922,1.005407,4,0.9504
11398.9301,1.006141,4,0.9504
11398.9681,1.003858,4,0.9501
11399.0061,1.005114,4,0.9494
11399.044,1.00876,4,0.9484
11399.082,1.004911,4,0.9471
11399.12,1.00683,4,0.9459
11399.1579,1.00924,4,0.9451
11399.1959,1.008129,4,0.945
11399.2338,1.009162,4,0.9451
11399.2718,1.006827,4,0.9447
11399.3098,1.006276,4,0.9425
11399.3477,1.009799,4,0.9375
11399.3857,1.00889,4,0.9276
11399.4237,1.011925,4,0.9098
11399.4616,1.009656,4,0.8832
11399.4996,1.008906,4,0.853
11399.5376,1.008965,4,0.8284
11399.5755,1.006454,4,0.8233
11399.6135,1.005729,4,0.8447
11399.6514,1.000423,4,0.8774
11399.6894,0.998785,4,0.9059
11399.7274,0.991624,4,0.9248
11399.7653,0.993118,4,0.9351
11399.8033,0.991907,4,0.9401
11399.8413,0.995624,4,0.9419
11399.8792,0.995244,4,0.9415
11399.9172,0.994589,4,0.9397
11399.9552,0.996938,4,0.9375
11399.9931,0.995714,4,0.9362
11400.0311,0.995595,4,0.9371
11400.069,0.988896,4,0.9398
11400.107,0.982543,4,0.9433
11400.145,0.972073,4,0.9462
11400.1829,0.969566,4,0.9482
11400.2209,0.959508,4,0.9494
11400.2589,0.951909,4,0.9502
11400.2968,0.951747,4,0.9506
11400.3348,0.953744,4,0.9509
11400.3728,0.964061,4,0.951
11400.4107,0.975025,4,0.951
11400.4487,0.983037,4,0.9509
11400.4866,0.991456,4,0.9508
11400.5246,0.998102,4,0.9507
11400.5626,1.004085,4,0.9505
11400.6005,1.003421,4,0.9503
11400.6385,1.006798,4,0.95
11400.6765,1.009247,4,0.9497
11400.7144,1.007791,4,0.9494
11400.7524,1.008115,4,0.949
11400.7904,1.010326,4,0.9485
11400.8283,1.009521,4,0.9481
11400.8663,1.009466,4,0.9477
11400.9042,1.008043,4,0.9472
11400.9422,1.005301,4,0.9467
11400.9802,1.003481,4,0.9461
11401.0181,1.002413,4,0.9456
11401.0561,1.007304,4,0.9452
11401.0941,1.006685,4,0.945
11401.132,1.008516,4,0.9447
11401.17,1.007267,4,0.9443
11401.2079,1.01006,4,0.9438
11401.2459,1.0114,4,0.9432
11401.2839,1.006327,4,0.9426
11401.3218,1.012347,4,0.942
11401.3598,1.006689,4,0.9413
11401.3978,1.007181,4,0.9406
11401.4357,1.006028,4,0.9398
11401.4737,1.008024,4,0.939
11401.5117,1.010544,4,0.9381
11401.5496,1.009174,4,0.9372
11401.5876,1.008681,4,0.9361
11401.6255,1.009592,4,0.935
11401.6635,1.012237,4,0.9341
11401.7015,1.01022,4,0.9333
11401.7394,1.007633,4,0.9325
11401.7774,1.007626,4,0.9318
11401.8154,1.006951,4,0.9309
11401.8533,1.006025,4,0.9299
11401.8913,1.008287,4,0.9288
11401.9293,1.009435,4,0.9276
11401.9672,1.004697,4,0.9262
11402.0052,1.001475,4,0.925
11402.0431,1.001428,4,0.9238
11402.0811,1.001333,4,0.9225
11402.1191,1.000444,4,0.9212
11402.157,1.001068,4,0.9197
11402.195,1.002524,4,0.9182
11402.233,0.998717,4,0.9166
11402.2709,0.999211,4,0.9148
11402.3089,0.995251,4,0.913
11402.3469,0.989916,4,0.9111
11402.3848,0.981678,4,0.909
11402.4228,0.977433,4,0.9069
11402.4607,0.970097,4,0.9046
11402.4987,0.953114,4,0.9022
11402.5367,0.926417,4,0.8999
11402.5746,0.902707,4,0.8975
11402.6126,0.874218,4,0.8951
11402.6506,0.850684,4,0.8925
11402.6885,0.841212,4,0.8897
11402.7265,0.850176,4,0.8867
11402.7645,0.870563,4,0.8834
11402.8024,0.894403,4,0.8799
11402.8404,0.915433,4,0.8761
11402.8783,0.934546,4,0.8719
11402.9163,0.951374,4,0.8673
11402.9543,0.955895,4,0.8622
11402.9922,0.95973,4,0.857
11403.0302,0.957905,4,0.8522
11403.0682,0.946032,4,0.8478
11403.1061,0.934855,4,0.8437
11403.1441,0.926611,4,0.8392
11403.1821,0.912524,4,0.8342
11403.22,0.901928,4,0.8286
11403.258,0.890811,4,0.8223
11403.2959,0.883889,4,0.8155
11403.3339,0.880605,4,0.8083
11403.3719,0.872678,4,0.8004
11403.4098,0.85839,4,0.792
11403.4478,0.839462,4,0.783
11403.4858,0.80463,4,0.7733
11403.5237,0.763961,4,0.7629
11403.5617,0.708266,4,0.7517
11403.5997,0.642373,4,0.7398
11403.6376,0.566474,4,0.7268
11403.6756,0.496759,4,0.7129
11403.7135,0.441626,4,0.6977
11403.7515,0.411319,4,0.6814
11403.7895,0.420626,4,0.6637
11403.8274,0.45557,4,0.6446
11403.8654,0.5232,4,0.6239
11403.9034,0.603789,4,0.6015
11403.9413,0.678821,4,0.5772
11403.9793,0.749269,4,0.5509
11404.0173,0.797058,4,0.5224
11404.0552,0.840264,2,0.6133
11404.0932,0.875032,2,0.5842
11404.1311,0.89416,2,0.5522
11404.1691,0.903943,2,0.517
11405.5358,0.968715,2,0.5209
11405.5738,0.972817,2,0.5552
11405.6117,0.974861,2,0.5861
11405.6497,0.973494,2,0.6137
11405.6876,0.965033,4,0.5103
11405.7256,0.973515,4,0.5355
11405.7636,0.975344,4,0.5575
11405.8015,0.978159,4,0.5781
11405.8395,0.974122,4,0.5998
11405.8775,0.970909,4,0.6231
11405.9154,0.971611,4,0.6465
11405.9534,0.962593,4,0.6683
11405.9914,0.952739,4,0.6876
11406.0293,0.941797,4,0.7046
11406.0673,0.928732,4,0.7197
11406.1052,0.913283,4,0.7334
11406.1432,0.905036,4,0.7459
11406.1812,0.905502,4,0.7573
11406.2191,0.908479,4,0.7679
11406.2571,0.918974,4,0.7777
11406.2951,0.936529,4,0.7869
11406.333,0.952622,4,0.7954
11406.371,0.967846,4,0.8033
11406.409,0.976285,4,0.8106
11406.4469,0.982765,4,0.8176
11406.4849,0.984577,4,0.8241
11406.5228,0.993195,4,0.8302
11406.5608,0.996278,4,0.8359
11406.5988,0.994362,4,0.8412
11406.6367,1.000384,4,0.8461
11406.6747,0.996808,4,0.8506
11406.7127,1.001461,4,0.8547
11406.7506,1.00199,4,0.858
11406.7886,1.004367,4,0.8602
11406.8266,1.00843,4,0.8612
11406.8645,1.004799,4,0.8616
11406.9025,1.002527,4,0.8628
11406.9404,1.002374,4,0.8666
11406.9784,1.004882,4,0.8726
11407.0164,0.99976,4,0.8784
11407.0543,1.002498,4,0.8825
11407.0923,1.000346,4,0.8851
11407.1303,1.005126,3,0.8872
11407.1682,1.003067,3,0.8878
11407.2062,0.999907,3,0.8865
11407.2442,1.00225,3,0.882
11407.2821,0.999943,3,0.8744
11407.3201,0.998792,3,0.8668
11407.358,0.999507,3,0.8645
11407.396,0.997997,3,0.8697
11407.434,0.99813,3,0.8796
11407.4719,0.991545,3,0.8892
11407.5099,0.979997,3,0.8962
11407.5479,0.953535,3,0.9003
11407.5858,0.937128,3,0.9023
11407.6238,0.92247,3,0.9025
11407.6617,0.913007,3,0.9005
11407.6997,0.927119,3,0.8942
11407.7377,0.942705,4,0.882
11407.7756,0.962439,4,0.8669
11407.8136,0.974375,4,0.8577
11407.8516,0.982964,4,0.8609
11407.8895,0.990963,4,0.8719
11407.9275,0.998016,4,0.8863
11407.9655,1.000254,4,0.8981
11408.0034,1.004868,4,0.9062
11408.0414,1.010403,4,0.9115
11408.0793,1.006309,4,0.915
11408.1173,1.008353,4,0.9172
11408.1553,1.011369,4,0.9187
11408.1932,1.011114,4,0.9198
11408.2312,1.011011,4,0.9207
11408.2692,1.008186,4,0.9212
11408.3071,1.010801,4,0.9217
11408.3451,1.010803,4,0.9219
11408.3831,1.010556,4,0.9221
11408.421,1.01046,4,0.9222
11408.459,1.008249,4,0.9221
11408.4969,1.009239,4,0.9219
11408.5349,1.013053,4,0.9216
11408.5729,1.012667,4,0.9211
11408.6108,1.009858,4,0.9202
11408.6488,1.007853,4,0.919
11408.6868,1.012629,4,0.9173
11408.7247,1.007832,4,0.9153
11408.7627,1.006796,4,0.9134
11408.8007,1.007376,4,0.9124
11408.8386,1.002695,4,0.9123
11408.8766,1.000906,4,0.913
11408.9145,0.997345,4,0.9139
11408.9525,0.997822,4,0.9144
11408.9905,0.998287,4,0.9144
11409.0284,1.002674,4,0.9138
11409.0664,1.00614,4,0.9128
11409.1044,1.012749,4,0.9117
11409.1423,1.009415,4,0.9106
11409.1803,1.0095,4,0.9097
11409.2183,1.007664,4,0.9088
11409.2562,1.006127,4,0.9076
11409.2942,1.006828,4,0.9062
11409.3321,1.007915,4,0.9044
11409.3701,1.00653,4,0.9023
11409.4081,1.00784,4,0.9
11409.446,1.006848,4,0.8976
11409.484,1.001038,4,0.8949
11409.522,0.997666,4,0.8922
11409.5599,0.999559,4,0.8894
11409.5979,0.998406,4,0.8866
11409.6359,0.998738,4,0.8838
11409.6738,0.992745,4,0.8807
11409.7118,0.988709,4,0.8772
11409.7497,0.977704,4,0.8732
11409.7877,0.961329,4,0.8686
11409.8257,0.942334,4,0.8634
11409.8636,0.928075,4,0.8575
11409.9016,0.925647,4,0.8507
11409.9396,0.92931,4,0.8428
11409.9775,0.945169,4,0.8342
11410.0155,0.957214,4,0.8248
11410.0535,0.963263,4,0.8148
11410.0914,0.970467,4,0.8038
11410.1294,0.973485,4,0.7912
11410.1673,0.97592,4,0.7767
11410.2053,0.971346,4,0.7612
11410.2433,0.969539,4,0.747
11410.2812,0.968715,4,0.7354
11410.3192,0.974988,4,0.7254
11410.3572,0.976653,4,0.7145
11410.3951,0.98049,4,0.7006
11410.4331,0.983363,4,0.6826
11410.4711,0.982848,4,0.6606
11410.509,0.981734,4,0.6347
11410.547,0.9764,4,0.6045
11410.5849,0.967159,4,0.5698
11410.6229,0.958816,4,0.5299
11410.6609,0.938785,2,0.6045
11410.6988,0.929929,2,0.5573
11410.7368,0.918271,2,0.5012
11411.7238,0.963603,2,0.5445
11411.7618,0.960455,2,0.5897
11411.7998,0.958235,3,0.5063
11411.8377,0.95641,4,0.5391
11411.8757,0.961734,4,0.5753
11411.9137,0.961364,4,0.6068
11411.9516,0.959959,4,0.6336
11411.9896,0.960936,4,0.6554
11412.0276,0.967984,4,0.6713
11412.0655,0.971361,4,0.6813
11412.1035,0.977613,4,0.6872
11412.1414,0.979889,4,0.6934
11412.1794,0.979243,4,0.7052
11412.2174,0.983333,4,0.7245
11412.2553,0.987924,4,0.7485
11412.2933,0.992453,4,0.7726
11412.3313,0.988187,4,0.7933
11412.3692,0.991163,4,0.8098
11412.4072,0.991465,4,0.823
11412.4452,0.991175,4,0.8338
11412.4831,0.992004,4,0.8429
11412.5211,0.992568,4,0.8508
11412.559,0.989792,4,0.8577
11412.597,0.989912,4,0.8639
11412.635,0.993971,4,0.8694
11412.6729,0.994475,4,0.8745
11412.7109,0.990678,4,0.8792
11412.7489,0.99193,4,0.8836
11412.7868,0.992793,4,0.8877
11412.8248,0.990162,4,0.8916
11412.8628,0.988853,4,0.8952
11412.9007,0.986547,4,0.8987
11412.9387,0.986052,4,0.902
11412.9766,0.986423,4,0.9051
11413.0146,0.984899,4,0.9079
11413.0526,0.97728,4,0.9104
11413.0905,0.962832,4,0.9128
11413.1285,0.95683,4,0.915
11413.1665,0.946557,4,0.917
11413.2044,0.94742,4,0.9189
11413.2424,0.943628,4,0.9207
11413.2804,0.943606,4,0.9223
11413.3183,0.948207,4,0.9238
11413.3563,0.951364,4,0.9252
11413.3942,0.945844,4,0.9266
11413.4322,0.937819,4,0.9278
11413.4702,0.938476,4,0.929
11413.5081,0.944594,4,0.9301
11413.5461,0.954263,4,0.931
11413.5841,0.968795,4,0.932
11413.622,0.978137,4,0.9328
11413.66,0.986336,4,0.9336
11413.6979,0.988826,4,0.9343
11413.7359,0.98576,4,0.935
11413.7739,0.99063,4,0.9357
11413.8118,0.990829,4,0.9362
11413.8498,0.991385,4,0.9366
11413.8878,0.996401,4,0.9369
11413.9257,0.995018,4,0.937
11413.9637,1.000247,4,0.9369
11414.0017,1.003522,4,0.9367
11414.0396,1.002071,4,0.9362
11414.0776,1.000847,4,0.9355
11414.1155,0.997541,4,0.9343
11414.1535,1.003694,4,0.9326
11414.1915,1.002208,4,0.9301
11414.2294,0.998189,4,0.9267
11414.2674,0.998154,4,0.9219
11414.3054,0.999541,4,0.9153
11414.3433,1.000994,4,0.9058
11414.3813,0.998029,4,0.8912
11414.4193,0.995932,4,0.8674
11414.4572,1.001408,4,0.8302
11414.4952,1.009426,4,0.7794
11414.5331,1.01229,4,0.7255
11414.5711,1.007191,4,0.6888
11414.6091,1.005214,4,0.6865
11414.647,1.006376,4,0.7111
11414.685,0.997105,4,0.7524
11414.723,0.986365,4,0.7918
11414.7609,0.966884,4,0.82
11414.7989,0.945687,4,0.8388
11414.8369,0.927485,4,0.8543
11414.8748,0.903872,4,0.8701
11414.9128,0.88481,4,0.8856
11414.9507,0.875468,4,0.8991
11414.9887,0.880453,4,0.9096
11415.0267,0.895183,4,0.9176
11415.0646,0.913204,4,0.9239
11415.1026,0.932148,4,0.9289
11415.1406,0.955915,4,0.9328
11415.1785,0.968601,4,0.9357
11415.2165,0.97105,4,0.9377
11415.2545,0.971592,4,0.9388
11415.2924,0.971844,4,0.9392
11415.3304,0.968901,4,0.9387
11415.3683,0.961952,4,0.9372
11415.4063,0.958322,4,0.9349
11415.4443,0.953441,4,0.9322
11415.4822,0.953476,4,0.93
11415.5202,0.957852,4,0.9293
11415.5582,0.962102,4,0.9306
11415.5961,0.972457,4,0.933
11415.6341,0.979193,4,0.9358
11415.6721,0.986579,4,0.9378
11415.71,0.992819,4,0.939
11415.748,0.994964,4,0.9395
11415.7859,0.996757,4,0.9395
11415.8239,0.995251,4,0.9392
11415.8619,0.996705,4,0.9387
11415.8998,0.994756,4,0.938
11415.9378,0.994852,4,0.9371
11415.9758,0.994966,4,0.9361
11416.0137,0.991331,4,0.935
11416.0517,0.992141,4,0.9337
11416.0897,0.993659,4,0.9321
11416.1276,0.994599,4,0.9301
11416.1656,0.997961,4,0.9276
11416.2035,0.998084,4,0.9244
11416.2415,0.997113,4,0.9205
11416.2795,0.996975,4,0.9165
