element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,continuum_level,continuum_method,continuum_ref,nlte_delta_dex,nlte_source,ew_inversion,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,observed_depth,implied_width_A,gate,in_synth_run,synth_ok,synth_A
Fe,I,5712.1308,kpno_solar_atlas,157.66013812912348,"PROFILE-FIT (voigt); gap 0.256 A; model integrated; chi2_red=0.01357; sigma_fit=0.1829 A (init 0.0328, floor 0.0049); ew_err=74.74 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0568",,-4.5590762409120345,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.1829 A, against the 0.0833 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0049 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,3.417,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.1829000239936272,0.0048514373073101,0.0082175887148209,,,,0.013566615622266,0.58455,0.2533774888776579,OVER-PHYSICAL-WIDTH,True,True,7.471
Fe,I,5717.8322,kpno_solar_atlas,84.20794714874556,"PROFILE-FIT (voigt); gap 1.382 A; model integrated; chi2_red=0.0004309; sigma_fit=0.0095 A (init 0.0328, floor 0.0049); ew_err=1.79 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0568",,-4.831878325963637,,False,REW -4.832 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.2843,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.009482507750518,0.0048562796307148,0.0527162663191086,,,,0.0004309185021715,0.51037,0.1550014395718823,REW-SATURATED,True,True,7.546
Fe,I,5753.1219,kpno_solar_atlas,109.2334678570354,"PROFILE-FIT (voigt); gap 0.501 A; model integrated; chi2_red=0.008856; sigma_fit=0.0049 A (init 0.0330, floor 0.0049); ew_err=14.97 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0572",,-4.721547854662477,,False,REW -4.722 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.2605,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.004886251942833,0.0048862519428236,0.060158048432626,,,,0.0088555160600465,0.60396,0.1699085896194105,REW-SATURATED,True,True,7.555
Fe,I,5775.0802,kpno_solar_atlas,76.36268112879475,"PROFILE-FIT (voigt); gap 1.052 A; model integrated; chi2_red=0.0002716; sigma_fit=0.0248 A (init 0.0331, floor 0.0049); ew_err=2.70 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0576",,-4.878676851495441,,False,REW -4.879 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.2204,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0248097040582513,0.0049049016060675,0.0393690387259845,,,,0.0002716275965965,0.5019100000000001,0.142929906464992,REW-SATURATED,True,True,7.558
Fe,I,5784.6577,kpno_solar_atlas,103.51456799777908,"PROFILE-FIT (voigt); gap 0.312 A; model integrated; chi2_red=0.005237; sigma_fit=0.3846 A (init 0.0332, floor 0.0049); ew_err=96.95 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0576",,-4.747276191202772,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.3846 A, against the 0.0843 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0049 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,3.3965,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.3845822405948063,0.0049130359857653,1.385069951900451e-07,,,,0.0052373643327331,0.30316,0.3207726747117153,OVER-PHYSICAL-WIDTH,True,True,7.616
Fe,I,6003.0107,kpno_solar_atlas,97.91512562510904,"PROFILE-FIT (voigt); gap 0.934 A; model integrated; chi2_red=0.0001376; sigma_fit=0.0362 A (init 0.0344, floor 0.0051); ew_err=0.81 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0600",,-4.787519332009051,,False,REW -4.788 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.8816,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0362153255360543,0.00509848795237,0.0359435743490355,,,,0.0001376066892945,0.58558,0.157083778750618,REW-SATURATED,True,True,7.606
Fe,I,6008.5555,kpno_solar_atlas,108.40696099769706,"PROFILE-FIT (voigt); gap 0.596 A; model integrated; chi2_red=0.01059; sigma_fit=0.0256 A (init 0.0345, floor 0.0051); ew_err=12.10 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0600",,-4.7437129071363,,False,REW -4.744 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.8835,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0256479864575849,0.0051031972719783,0.0501578775831713,,,,0.0105862712137489,0.59839,0.1701925841537722,REW-SATURATED,True,True,7.608
Fe,I,6056.0042,kpno_solar_atlas,84.16263437144067,"PROFILE-FIT (voigt); gap 0.603 A; model integrated; chi2_red=0.0001484; sigma_fit=0.0368 A (init 0.0347, floor 0.0051); ew_err=1.17 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0604",,-4.857066846829298,,False,REW -4.857 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.7331,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0367563729597317,0.0051434964880542,0.0317506858137926,,,,0.0001483800433163,0.53007,0.1491605188033655,REW-SATURATED,True,True,7.377
Fe,I,6141.7304,kpno_solar_atlas,132.548000314895,"PROFILE-FIT (voigt); gap 0.753 A; model integrated; chi2_red=6.452e-05; sigma_fit=0.0394 A (init 0.0352, floor 0.0052); ew_err=8.23 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0612",,-4.66591756841504,,False,REW -4.666 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.6025,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0393727747768322,0.0052163056199624,0.0351696747458648,,,,6.451726646868859e-05,0.76768,0.1622036951762525,REW-SATURATED,True,True,8.166
Fe,I,6232.6399,kpno_solar_atlas,95.59078875430828,"PROFILE-FIT (voigt); gap 0.996 A; model integrated; chi2_red=0.000128; sigma_fit=0.0396 A (init 0.0357, floor 0.0053); ew_err=1.23 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0620",,-4.814255990466862,,False,REW -4.814 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.6537,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0396445093408211,0.0052935170416422,0.0326262567889736,,,,0.0001279578677156,0.57228,0.1569189041310208,REW-SATURATED,True,True,7.469
Fe,I,6315.8106,kpno_solar_atlas,59.89500856136118,"PROFILE-FIT (voigt); gap 0.399 A; model integrated; chi2_red=0.0182; sigma_fit=0.0054 A (init 0.0362, floor 0.0054); ew_err=19.22 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0628",,-5.023038466479559,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.498 A from the catalogued position (depth 0.434 vs 0.340 at the line) — the EW is an upper bound on a blend, not this line",,,,,4.0758,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.005364155731651,0.0053641557316482,0.0584884265669933,,,,0.018204082386394,0.3479799999999999,0.1616978097895783,FEATURE-VERIFICATION,True,True,7.379
Fe,I,6336.823,kpno_solar_atlas,125.56105846086524,"PROFILE-FIT (voigt); gap 0.724 A; model integrated; chi2_red=4.368e-05; sigma_fit=0.0382 A (init 0.0363, floor 0.0054); ew_err=1.97 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0632",,-4.703016608510089,,False,REW -4.703 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.6864,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0381576608421109,0.0053820020213859,0.0479874763308499,,,,4.367671876863526e-05,0.63199,0.1866433631404343,REW-SATURATED,True,True,7.481
Fe,I,6408.017,kpno_solar_atlas,118.946023247861,"PROFILE-FIT (voigt); gap 0.654 A; model integrated; chi2_red=0.0002538; sigma_fit=0.0256 A (init 0.0367, floor 0.0054); ew_err=7.08 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0640",,-4.731373728489188,,False,REW -4.731 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,3.6864,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0255980257904623,0.0054424686387919,0.0575028234214922,,,,0.0002538420583059,0.59761,0.1869820257226553,REW-SATURATED,True,True,7.479
Fe,I,6627.5434,kpno_solar_atlas,32.177172688690646,"PROFILE-FIT (voigt); gap 2.051 A; model integrated; chi2_red=2.1e-05; sigma_fit=0.0359 A (init 0.0380, floor 0.0056); ew_err=0.44 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0660",,-5.31380469907065,,True,,,,,,4.5485,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0358909182215626,0.0056289171996161,0.0262557659710435,,,,2.1003945445327284e-05,0.22185,0.1362561890778106,IN-AGGREGATE,True,True,7.591
Fe,I,6663.2311,kpno_solar_atlas,113.10175080104295,"PROFILE-FIT (voigt); gap 0.210 A; model integrated; chi2_red=0.003407; sigma_fit=0.0057 A (init 0.0382, floor 0.0057); ew_err=5.48 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0664",,-4.770215548307756,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.220 A from the catalogued position (depth 0.565 vs 0.262 at the line) — the EW is an upper bound on a blend, not this line",,,,,4.5585,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0056592275431899,0.0056592275418078,0.0692699227621989,,,,0.0034065785870863,0.56705,0.187376776278455,FEATURE-VERIFICATION,True,True,7.402
Fe,I,6725.3553,kpno_solar_atlas,20.68658287956461,"PROFILE-FIT (voigt); gap 1.310 A; model integrated; chi2_red=1.416e-05; sigma_fit=0.0344 A (init 0.0386, floor 0.0057); ew_err=1.05 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0672",,-5.512026475520228,,True,,,,,,4.1034,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0344392701050344,0.0057119909802023,0.0279750436301138,,,,1.416366047787027e-05,0.14249,0.1363867438134113,IN-AGGREGATE,True,True,7.376
Fe,I,6841.3381,kpno_solar_atlas,85.9893488264743,"PROFILE-FIT (voigt); gap 0.254 A; model integrated; chi2_red=0.0001519; sigma_fit=0.0145 A (init 0.0392, floor 0.0058); ew_err=5.61 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0680,lm0684",,-4.900696393686627,,True,,,,,,4.607,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0145104594899409,0.0058104977025844,0.0619653200571294,,,,0.000151875209664,0.44236,0.1826150643337962,IN-AGGREGATE,True,True,7.235
Fe,I,6843.6549,kpno_solar_atlas,69.16406174114157,"PROFILE-FIT (voigt); gap 0.938 A; model integrated; chi2_red=0.0001078; sigma_fit=0.0412 A (init 0.0392, floor 0.0058); ew_err=9.48 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0684",,-4.99540761176302,,True,,,,,,4.5485,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0412314483318394,0.005812465411369,0.0288775362635516,,,,0.0001078076976464,0.42564,0.1526531762661232,IN-AGGREGATE,True,True,7.413
Fe,I,6855.1606,kpno_solar_atlas,89.1096048237407,"PROFILE-FIT (voigt); gap 0.338 A; model integrated; chi2_red=0.001952; sigma_fit=0.0261 A (init 0.0393, floor 0.0058); ew_err=3.95 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0684",,-4.886093116027414,,False,REW -4.886 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.5585,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0261453638594476,0.0058222374533934,0.050367320176842,,,,0.0019523053483896,0.48762,0.1716764789418323,REW-SATURATED,True,True,7.467
