source_species,species,element,ion_or_molecule,atomic_or_molecular,wavelength_air_A,wavelength_system,excitation_potential_eV,loggf_used,band,crires_setup,stated_gf_source,traced_primary_source,gf_grade,gf_sigma,hfs_isotope_flag,diagnostic_role,source_ref,canonical_match_status,canonical_line_id,canonical_loggf,canonical_gf_tier,canonical_gf_source,delta_loggf,promotion_allowed,action,transferability,route_to
C12O,C12O,CNO,molecule,molecular,23558.269,air,0.839,-4.597,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23568.674,air,1.518,-4.264,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23587.983,air,0.283,-5.591,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23590.689,air,1.61,-4.236,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23598.928,air,1.641,-4.227,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23607.621,air,1.673,-4.218,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23620.571,air,2.273,-4.327,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23661.258,air,0.27,-5.856,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C12O,C12O,CNO,molecule,molecular,23673.645,air,0.021,-6.119,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,16121.208,air,0.543,-6.922,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,16139.601,air,0.384,-7.164,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,16146.387,air,0.364,-7.212,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,16325.859,air,0.724,-6.587,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,16327.209,air,0.711,-6.606,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,16758.982,air,0.512,-7.298,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23454.102,air,0.448,-5.303,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23455.296,air,0.825,-5.124,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23457.4,air,0.429,-5.316,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23465.176,air,0.39,-5.342,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23469.653,air,0.372,-5.355,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23471.68,air,0.936,-5.085,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23479.784,air,0.336,-5.383,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23485.438,air,0.319,-5.397,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23508.597,air,1.116,-5.028,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23560.596,air,1.31,-4.975,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23594.59,air,0.136,-5.616,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23603.819,air,1.448,-4.941,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23629.198,air,0.105,-5.679,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23654.24,air,0.086,-5.726,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
C13O,C13O,CNO,molecule,molecular,23667.354,air,0.078,-5.751,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15266.168,air,0.21,-5.429,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15278.524,air,0.205,-5.382,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15281.052,air,0.205,-5.382,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15283.658,air,0.478,-5.613,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15328.517,air,0.467,-5.514,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15407.289,air,0.255,-5.365,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15409.172,air,0.255,-5.365,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15419.461,air,0.25,-5.323,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15496.923,air,0.905,-5.157,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,15912.73,air,0.6,-4.976,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,16190.132,air,0.688,-4.893,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,16192.13,air,0.688,-4.893,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,17094.525,air,0.843,-4.964,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,17239.723,air,1.141,-4.501,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,17243.566,air,1.142,-4.501,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,17244.611,air,1.326,-4.727,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,21518.403,air,2.362,-3.804,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,21527.158,air,2.363,-3.804,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,21529.534,air,2.359,-3.781,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,21540.707,air,2.36,-3.781,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
OH,OH,CNO,molecule,molecular,21584.291,air,2.33,-3.842,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,O abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,14855.675,air,0.987,-1.45,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,14868.927,air,0.561,-1.69,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,14954.435,air,0.63,-1.95,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,15005.117,air,0.818,-1.23,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,15298.487,air,0.875,-1.87,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,15308.893,air,1.013,-1.18,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,15318.74,air,0.936,-1.34,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,15341.508,air,0.795,-1.57,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,15432.811,air,0.843,-1.72,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
CN,CN,CNO,molecule,molecular,15447.095,air,1.093,-1.16,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721
