filepath,filename,is_science_product,instrume,opt_elem,cenwave,object,date_obs,exptime,proposid,pr_inv_l,detector,wl_min_A,wl_max_A,target_confirmed,is_science_grating,flags
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15618_stis_hd61421_oduz/hst_15618_stis_hd61421_e140h-e230h_oduz11_cspec.fits,hst_15618_stis_hd61421_e140h-e230h_oduz11_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15618,UNKNOWN,MULTI,1199.9525146484375,2845.662353515625,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15618_stis_hd61421_oduz/hst_15618_stis_hd61421_e140h-e230h_oduz_cspec.fits,hst_15618_stis_hd61421_e140h-e230h_oduz_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15618,UNKNOWN,MULTI,1199.9525146484375,2845.662353515625,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15618_stis_hd61421_oduz/hst_15618_stis_hd61421_e140h_oduz11_cspec.fits,hst_15618_stis_hd61421_e140h_oduz11_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15618,UNKNOWN,FUV-MAMA,1199.9454345703125,1586.5506591796875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15618_stis_hd61421_oduz/hst_15618_stis_hd61421_e140h_oduz_cspec.fits,hst_15618_stis_hd61421_e140h_oduz_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15618,UNKNOWN,FUV-MAMA,1199.9454345703125,1586.5506591796875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15618_stis_hd61421_oduz/hst_15618_stis_hd61421_e230h_oduz11_cspec.fits,hst_15618_stis_hd61421_e230h_oduz11_cspec.fits,False,STIS,UNKNOWN,2713,HD61421,UNKNOWN,0.0,15618,UNKNOWN,NUV-MAMA,2569.1875,2845.68701171875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15618_stis_hd61421_oduz/hst_15618_stis_hd61421_e230h_oduz_cspec.fits,hst_15618_stis_hd61421_e230h_oduz_cspec.fits,False,STIS,UNKNOWN,2713,HD61421,UNKNOWN,0.0,15618,UNKNOWN,NUV-MAMA,2569.1875,2845.68701171875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15963_stis_hd61421_odzy/hst_15963_stis_hd61421_e140h-e230h_odzy11_cspec.fits,hst_15963_stis_hd61421_e140h-e230h_odzy11_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15963,UNKNOWN,MULTI,1199.7232666015625,2845.111572265625,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15963_stis_hd61421_odzy/hst_15963_stis_hd61421_e140h-e230h_odzy_cspec.fits,hst_15963_stis_hd61421_e140h-e230h_odzy_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15963,UNKNOWN,MULTI,1199.7232666015625,2845.111572265625,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15963_stis_hd61421_odzy/hst_15963_stis_hd61421_e140h_odzy11_cspec.fits,hst_15963_stis_hd61421_e140h_odzy11_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15963,UNKNOWN,FUV-MAMA,1199.7161865234375,1586.2332763671875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15963_stis_hd61421_odzy/hst_15963_stis_hd61421_e140h_odzy_cspec.fits,hst_15963_stis_hd61421_e140h_odzy_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,15963,UNKNOWN,FUV-MAMA,1199.7161865234375,1586.2332763671875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15963_stis_hd61421_odzy/hst_15963_stis_hd61421_e230h_odzy11_cspec.fits,hst_15963_stis_hd61421_e230h_odzy11_cspec.fits,False,STIS,UNKNOWN,2713,HD61421,UNKNOWN,0.0,15963,UNKNOWN,NUV-MAMA,2568.677001953125,2845.13623046875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_15963_stis_hd61421_odzy/hst_15963_stis_hd61421_e230h_odzy_cspec.fits,hst_15963_stis_hd61421_e230h_odzy_cspec.fits,False,STIS,UNKNOWN,2713,HD61421,UNKNOWN,0.0,15963,UNKNOWN,NUV-MAMA,2568.677001953125,2845.13623046875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_16254_stis_hd61421_oeae/hst_16254_stis_hd61421_e140m-e230h_oeae11_cspec.fits,hst_16254_stis_hd61421_e140m-e230h_oeae11_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,16254,UNKNOWN,MULTI,1142.6337890625,2845.124755859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_16254_stis_hd61421_oeae/hst_16254_stis_hd61421_e140m-e230h_oeae_cspec.fits,hst_16254_stis_hd61421_e140m-e230h_oeae_cspec.fits,False,STIS,UNKNOWN,MULTI,HD61421,UNKNOWN,0.0,16254,UNKNOWN,MULTI,1142.6337890625,2845.124755859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_16254_stis_hd61421_oeae/hst_16254_stis_hd61421_e140m_oeae11_cspec.fits,hst_16254_stis_hd61421_e140m_oeae11_cspec.fits,False,STIS,UNKNOWN,1425,HD61421,UNKNOWN,0.0,16254,UNKNOWN,FUV-MAMA,1142.615234375,1709.4183349609375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_16254_stis_hd61421_oeae/hst_16254_stis_hd61421_e140m_oeae_cspec.fits,hst_16254_stis_hd61421_e140m_oeae_cspec.fits,False,STIS,UNKNOWN,1425,HD61421,UNKNOWN,0.0,16254,UNKNOWN,FUV-MAMA,1142.615234375,1709.4183349609375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_16254_stis_hd61421_oeae/hst_16254_stis_hd61421_e230h_oeae11_cspec.fits,hst_16254_stis_hd61421_e230h_oeae11_cspec.fits,False,STIS,UNKNOWN,2713,HD61421,UNKNOWN,0.0,16254,UNKNOWN,NUV-MAMA,2568.701416015625,2845.149169921875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_16254_stis_hd61421_oeae/hst_16254_stis_hd61421_e230h_oeae_cspec.fits,hst_16254_stis_hd61421_e230h_oeae_cspec.fits,False,STIS,UNKNOWN,2713,HD61421,UNKNOWN,0.0,16254,UNKNOWN,NUV-MAMA,2568.701416015625,2845.149169921875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g230lb-g430m-g430l-g750m_o4g802_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g230lb-g430m-g430l-g750m_o4g802_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,1674.649169921875,10642.8505859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g230lb-g430m-g430l-g750m_o4g8_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g230lb-g430m-g430l-g750m_o4g8_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,1674.649169921875,10642.8505859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g230lb_o4g802_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g230lb_o4g802_cspec.fits,False,STIS,UNKNOWN,2375,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,1671.9072265625,3073.803466796875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g230lb_o4g8_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g230lb_o4g8_cspec.fits,False,STIS,UNKNOWN,2375,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,1671.9072265625,3073.803466796875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g430l_o4g802_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g430l_o4g802_cspec.fits,False,STIS,UNKNOWN,4300,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,2982.6123046875,5707.02880859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g430l_o4g8_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g430l_o4g8_cspec.fits,False,STIS,UNKNOWN,4300,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,2982.6123046875,5707.02880859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g430m_o4g802_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g430m_o4g802_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,3022.11279296875,5357.6767578125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g430m_o4g8_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g430m_o4g8_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,3022.11279296875,5357.6767578125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g750l_o4g802_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g750l_o4g802_cspec.fits,False,STIS,UNKNOWN,7751,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,5315.830078125,10254.0595703125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g750l_o4g8_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g750l_o4g8_cspec.fits,False,STIS,UNKNOWN,7751,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,5315.830078125,10254.0595703125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g750m_o4g802_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g750m_o4g802_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,5451.556640625,10643.9638671875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_7398_stis_alpha-cmi-b-offset_o4g8/hst_7398_stis_alpha-cmi-b-offset_g750m_o4g8_cspec.fits,hst_7398_stis_alpha-cmi-b-offset_g750m_o4g8_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,5451.556640625,10643.9638671875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_9455_stis_hd061421_o6lm/hst_9455_stis_hd061421_e230h_o6lm41_cspec.fits,hst_9455_stis_hd061421_e230h_o6lm41_cspec.fits,False,STIS,UNKNOWN,MULTI,HD061421,UNKNOWN,0.0,9455,UNKNOWN,NUV-MAMA,2128.964599609375,3145.980224609375,False,False,"['TARGET_MISMATCH: HD061421', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hasp_9455_stis_hd061421_o6lm/hst_9455_stis_hd061421_e230h_o6lm_cspec.fits,hst_9455_stis_hd061421_e230h_o6lm_cspec.fits,False,STIS,UNKNOWN,MULTI,HD061421,UNKNOWN,0.0,9455,UNKNOWN,NUV-MAMA,2128.964599609375,3145.980224609375,False,False,"['TARGET_MISMATCH: HD061421', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_alpha-cmi-b-offset--3931/hst_alpha-cmi-b-offset--3931_aspec.fits,hst_alpha-cmi-b-offset--3931_aspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,1674.649169921875,10642.8505859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_alpha-cmi-b-offset--3931/hst_stis_alpha-cmi-b-offset--3931_g230lb_cspec.fits,hst_stis_alpha-cmi-b-offset--3931_g230lb_cspec.fits,False,STIS,UNKNOWN,2375,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,1671.9072265625,3073.803466796875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_alpha-cmi-b-offset--3931/hst_stis_alpha-cmi-b-offset--3931_g430l_cspec.fits,hst_stis_alpha-cmi-b-offset--3931_g430l_cspec.fits,False,STIS,UNKNOWN,4300,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,2982.6123046875,5707.02880859375,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_alpha-cmi-b-offset--3931/hst_stis_alpha-cmi-b-offset--3931_g430m_cspec.fits,hst_stis_alpha-cmi-b-offset--3931_g430m_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,3022.11279296875,5357.6767578125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_alpha-cmi-b-offset--3931/hst_stis_alpha-cmi-b-offset--3931_g750l_cspec.fits,hst_stis_alpha-cmi-b-offset--3931_g750l_cspec.fits,False,STIS,UNKNOWN,7751,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,5315.830078125,10254.0595703125,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_alpha-cmi-b-offset--3931/hst_stis_alpha-cmi-b-offset--3931_g750m_cspec.fits,hst_stis_alpha-cmi-b-offset--3931_g750m_cspec.fits,False,STIS,UNKNOWN,MULTI,ALPHA-CMI-B-OFFSET,UNKNOWN,0.0,7398,UNKNOWN,CCD,5451.556640625,10643.9638671875,True,False,['ZERO_EXPTIME']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_salfcmi--4937/hst_salfcmi--4937_aspec.fits,hst_salfcmi--4937_aspec.fits,False,STIS,UNKNOWN,MULTI,* alf CMi,UNKNOWN,0.0,16254,UNKNOWN,MULTI,1142.6337890625,2845.124755859375,False,False,"['TARGET_MISMATCH: * alf CMi', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_salfcmi--4937/hst_stis_salfcmi--4937_e140h_cspec.fits,hst_stis_salfcmi--4937_e140h_cspec.fits,False,STIS,UNKNOWN,MULTI,* alf CMi,UNKNOWN,0.0,MULTI,UNKNOWN,FUV-MAMA,1163.1358642578125,1586.5521240234375,False,False,"['TARGET_MISMATCH: * alf CMi', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_salfcmi--4937/hst_stis_salfcmi--4937_e140m_cspec.fits,hst_stis_salfcmi--4937_e140m_cspec.fits,False,STIS,UNKNOWN,1425,* alf CMi,UNKNOWN,0.0,16254,UNKNOWN,FUV-MAMA,1142.615234375,1709.4183349609375,False,False,"['TARGET_MISMATCH: * alf CMi', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_salfcmi--4937/hst_stis_salfcmi--4937_e230h_cspec.fits,hst_stis_salfcmi--4937_e230h_cspec.fits,False,STIS,UNKNOWN,2713,* alf CMi,UNKNOWN,0.0,16254,UNKNOWN,NUV-MAMA,2568.701416015625,2845.149169921875,False,False,"['TARGET_MISMATCH: * alf CMi', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_srho01cnc--1457/hst_cos_srho01cnc--1457_g130m-lp03_cspec.fits,hst_cos_srho01cnc--1457_g130m-lp03_cspec.fits,False,COS,UNKNOWN,1291,* rho01 Cnc,UNKNOWN,0.0,14877,UNKNOWN,FUV,1131.1375732421875,1434.6927490234375,False,False,"['TARGET_MISMATCH: * rho01 Cnc', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_srho01cnc--1457/hst_srho01cnc--1457_aspec.fits,hst_srho01cnc--1457_aspec.fits,False,COS-STIS,UNKNOWN,MULTI,* rho01 Cnc,UNKNOWN,0.0,MULTI,UNKNOWN,MULTI,1131.1474609375,10234.0537109375,False,False,"['TARGET_MISMATCH: * rho01 Cnc', 'ZERO_EXPTIME', 'NON_SPECTROSCOPIC: COS-STIS']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_srho01cnc--1457/hst_stis_srho01cnc--1457_e230h_cspec.fits,hst_stis_srho01cnc--1457_e230h_cspec.fits,False,STIS,UNKNOWN,2713,* rho01 Cnc,UNKNOWN,0.0,16225,UNKNOWN,NUV-MAMA,2569.056640625,2845.527099609375,False,False,"['TARGET_MISMATCH: * rho01 Cnc', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_srho01cnc--1457/hst_stis_srho01cnc--1457_e230m_cspec.fits,hst_stis_srho01cnc--1457_e230m_cspec.fits,False,STIS,UNKNOWN,2707,* rho01 Cnc,UNKNOWN,0.0,MULTI,UNKNOWN,NUV-MAMA,2277.82470703125,3118.867431640625,False,False,"['TARGET_MISMATCH: * rho01 Cnc', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_srho01cnc--1457/hst_stis_srho01cnc--1457_g140m_cspec.fits,hst_stis_srho01cnc--1457_g140m_cspec.fits,False,STIS,UNKNOWN,1222,* rho01 Cnc,UNKNOWN,0.0,12681,UNKNOWN,FUV-MAMA,1194.96435546875,1248.488037109375,False,False,"['TARGET_MISMATCH: * rho01 Cnc', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/hst_hsla_srho01cnc--1457/hst_stis_srho01cnc--1457_g750l_cspec.fits,hst_stis_srho01cnc--1457_g750l_cspec.fits,False,STIS,UNKNOWN,7751,* rho01 Cnc,UNKNOWN,0.0,13665,UNKNOWN,CCD,5304.8525390625,10243.82421875,False,False,"['TARGET_MISMATCH: * rho01 Cnc', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/lctx02010/lctx02010_asn.fits,lctx02010_asn.fits,False,COS,UNKNOWN,UNKNOWN,-RHO-CNC,UNKNOWN,0.0,14094,Bourrier,FUV,,,False,False,"['TARGET_MISMATCH: -RHO-CNC', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/lctx02010/lctx02010_x1dsum.fits,lctx02010_x1dsum.fits,False,COS,G130M,1291,-RHO-CNC,2016-04-04,1759.9679999999998,14094,Bourrier,FUV,1124.9182452553487,1441.4402610921115,False,False,['TARGET_MISMATCH: -RHO-CNC']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/lctx02020/lctx02020_asn.fits,lctx02020_asn.fits,False,COS,UNKNOWN,UNKNOWN,-RHO-CNC,UNKNOWN,0.0,14094,Bourrier,FUV,,,False,False,"['TARGET_MISMATCH: -RHO-CNC', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/lctx02020/lctx02020_x1dsum.fits,lctx02020_x1dsum.fits,False,COS,G130M,1291,-RHO-CNC,2016-04-04,1843.904,14094,Bourrier,FUV,1124.9182033715642,1441.4401869381584,False,False,['TARGET_MISMATCH: -RHO-CNC']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/lctx02030/lctx02030_asn.fits,lctx02030_asn.fits,False,COS,UNKNOWN,UNKNOWN,-RHO-CNC,UNKNOWN,0.0,14094,Bourrier,FUV,,,False,False,"['TARGET_MISMATCH: -RHO-CNC', 'ZERO_EXPTIME']"
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/lctx02030/lctx02030_x1dsum.fits,lctx02030_x1dsum.fits,False,COS,G130M,1291,-RHO-CNC,2016-04-04,1844.0,14094,Bourrier,FUV,1124.9181463332704,1441.4401249124066,False,False,['TARGET_MISMATCH: -RHO-CNC']
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Procyon/Procyon HST/MAST_2026-06-11T0446/HST/lctx02040/lctx02040_asn.fits,lctx02040_asn.fits,False,COS,UNKNOWN,UNKNOWN,-RHO-CNC,UNKNOWN,0.0,14094,Bourrier,FUV,,,False,False,"['TARGET_MISMATCH: -RHO-CNC', 'ZERO_EXPTIME']"
