filename,sha256,bytes,bibliography_key,review_scope,inspection,duplicate_of,canonical_state
aa36291-19.pdf,0194615548180f659e3f6517e04a9b94e43972d9fe912dcbf62858823523e696,3914214,heiter2021,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa40445-21.pdf,bcd9e4527eec239df0f44ee3f2f64a7757896a8cf18eac1c343478489e959938,1247556,asplund2021,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,Apslund 2021.pdf,RESOLVED
aa45394-22 (1).pdf,8ac1ab522a916b4091db3c8ee012866684b24030c40ca1fadd129094c4d26955,640346,burheim2023,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa45394-22.pdf,8ac1ab522a916b4091db3c8ee012866684b24030c40ca1fadd129094c4d26955,640346,burheim2023,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,aa45394-22 (1).pdf,RESOLVED
aa48462-23.pdf,59cfe0639914883c7f0f85a55817325e2bbd61d4155180b3e58dae064fff1df8,21152476,,AL_RELATED_CONTEXT_NOT_ADOPTED,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
aa51889-24.pdf,752eef60ac737385477295cd1577d6377b1ffac7ea3923a4d3fb5f781bf65547,1638073,sharma2024,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa58382-25.pdf,58320f1b2b506322524089c46ffde6dd8e4e29ac687207f960f5515f9b28a8d0,4041594,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
aa59148-26 (1).pdf,074f3c11c219c2028108d1cae8ee53281a511f2e3967d2d21dcacb4b044adc46,4848632,elgueta2026,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
aa59148-26.pdf,074f3c11c219c2028108d1cae8ee53281a511f2e3967d2d21dcacb4b044adc46,4848632,elgueta2026,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,aa59148-26 (1).pdf,RESOLVED
aa7151.pdf,75067f34827525e4f8f4af59d4fe3e95e7e0830b40cdc51dfabdee1e0fb61b4a,130287,vujnovic2002,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
apj485713t1_ascii.txt,6aaf0f0e9473d346352ed3f083f88c8ddb2fde4ede5fcd33dc74ec707154c9ef,543,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
apj485713t2_ascii.txt,6b28105b8a3c3e88e1cffb1996da7127a37981b7b7a8295145efab970d833e42,868,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
apj485713t3_ascii.txt,6c39e25e5902ce05c36f2d2b00c88207c8b0f16b3d56fc42e195b7d85fc706fd,1661,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
apj485713t4_ascii.txt,c3e3ef9b1168a62b54ececc0e3b1e3cf69144ac312782dab09144f0185d3a2c9,1138,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
apj485713t5_ascii.txt,ecbac2755be8fc10b0efc85d3901d5c1c46cee33cf83621266f457422552bb76,1229,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
apj485713t6_ascii.txt,291f062e9d4ae8cae35510bdb232fb50eacce0bdd9ec703dd4e90ecddef43f33,4122,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
atlas9atlas12.pdf,72c480d7f7f7d99d77bf123ce543f07fe5bd708e31e5248f890a01e9626ff8d6,7638072,kurucz2014_atlas,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
dataTable6.dat,570df7bf3d656b0f32663fb0e24d7f53fc78e7d05c9976801f4cd1ef8502cc74,21052,vujnovic2002,AL_SOURCE_OR_REPLICATION,SUPPLEMENT_IDENTITY,,RESOLVED
e3xlzW_laOBMAD7dglAeC1ol0znemhyO04ASarwbZQ1cgX2JGLZSlx9lzFovkuLXAzs5ArEmGmyvJHinDAYa2IiapfN9V8BLNCJUuy0CK8VBWwMw2xdbSpygjJsJgprQJqm5GBASL5qBxPhGQpWrZiFzbepUaMH3taRoolxZ6tj_m3eJxeA9u80T8llONbwr.jpeg,2997a730b14578a0a419ba1b763cfb0ae25b8f1923fed8f58d5d0eb6406f72ff,242778,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
fe_recipe.drawio.xml,c93e195f1b8da263a9897dd3b9dbf1dc60d2cc5ff65f9779c5f9a77054cf3168,31993,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
ges_refs.bib,8eee80751827ae60e2ef74f1a743eec4e6caa0fbd3b37ee02f1cf35f13e1e9fa,171689,heiter2021,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,SUPPLEMENT_IDENTITY,,RESOLVED
jpcrd3520061669.pdf,843948557f7094323a9c08fc3af4201ec544aebb558b20597d24e0d4f2e16234,921036,fuhr_wiese2006,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
jpcrd372008911p.pdf,7b04a7b68269e3a229ea2f7e1d8aa878fc0d3ab1ea9adc56cb65ce8c8bb0a49b,919028,kelleher2008_al,AL_SOURCE_OR_REPLICATION,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
omaraxx.pdf,79666eeb60fb03be2a49df270df05eb7124a09c238cd34fb74de06698962d4a9,96017,omara2003,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
p138.pdf,9aac6f2599ca374f6637b99a2cbeaa15fdcca1fa6eba171151fe653a389ded34,1772829,,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,NOT_ADOPTED
science.abg8794.pdf,916df11df407296dc7b5dfa21875c0c198f7914bcc3914869394d1d101cf6c50,494262,adibekyan2021,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
solar-spec.pdf,1f30736c2e6031ef21a8e19283f94875c13214749eb496b236ceed4accd0b3b2,476835,hase2010,SHARED_MODEL_HOLDING_OR_COMPONENT_CONTEXT,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
stu780.pdf,2fa0dfea712f36307b9e5616bd0501e5d55d9049aca3ac145f76c890b4349680,793724,ruffoni2014,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
stv2608.pdf,862b99923284f8fd0fc610262992cea452c3368a7403261ee6fa9c5b62cea484,5816877,amarsi2016,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
table7.dat.txt,0d126719a2c02be843047a4c364812a90ca1f081ba3e4a151eb497b3fb9d092f,24978,,OTHER_SCOPE_NOT_USED_RYA1134,FILE_TYPE_AND_NAME_ONLY,,NOT_ADOPTED
von_Braun_2011_ApJ_740_49.pdf,1c1ad02fbde723ae8bd7637ac3e9930d69ac14cafbd80ad1ae6a9e52de564fda,456715,vonbraun2011,OTHER_SCOPE_NOT_USED_RYA1134,PDF_TITLE_ABSTRACT_FIRST_TWO_PAGES,,RESOLVED
